gender,body_type,season,occasion,fabrics
Women,Rectangle,Winter,Party,Satin
Men,Apple,Autumn,Business,Wool
Women,Rectangle,Winter,Casual,Linen
Women,Rectangle,Summer,Party,Linen
Women,Inverted Triangle,Spring,Ethnic,Linen
Women,Inverted Triangle,Autumn,Ethnic,Rayon
Women,Triangle,Winter,Ethnic,Rayon
Men,Apple,Summer,Casual,Polyester
Men,Rectangle,Autumn,Ethnic,Polyester
Men,Rectangle,Winter,Casual,Denim
Women,Hourglass,Spring,Business,Denim
Men,V-Shape,Spring,Gym/Sport,Polyester
Men,V-Shape,Spring,Party,Twill
Men,V-Shape,Spring,Gym/Sport,Twill
Men,Rectangle,Summer,Party,Polyester
Women,Rectangle,Autumn,Casual,Denim
Women,Inverted Triangle,Spring,Casual,Satin
Men,Rectangle,Summer,Ethnic,Twill
Women,Inverted Triangle,Winter,Casual,Satin
Women,Round,Winter,Gym/Sport,Silk
Men,V-Shape,Summer,Gym/Sport,Denim
Women,Triangle,Summer,Gym/Sport,Velvet
Women,Hourglass,Autumn,Party,Cotton
Men,V-Shape,Winter,Ethnic,Twill
Men,Apple,Autumn,Business,Denim
Men,Triangle,Winter,Casual,Linen
Men,Rectangle,Winter,Ethnic,Linen
Men,Rectangle,Summer,Business,Polyester
Men,Triangle,Winter,Party,Wool
Women,Hourglass,Autumn,Ethnic,Velvet
Men,V-Shape,Autumn,Party,Cotton
Men,Triangle,Summer,Casual,Denim
Men,Rectangle,Summer,Party,Wool
Men,Apple,Autumn,Business,Wool
Men,Apple,Autumn,Ethnic,Polyester
Women,Round,Spring,Casual,Silk
Men,Rectangle,Spring,Party,Twill
Women,Round,Summer,Party,Chiffon
Women,Triangle,Winter,Ethnic,Rayon
Men,Rectangle,Summer,Casual,Cotton
Men,Rectangle,Winter,Business,Denim
Women,Round,Winter,Gym/Sport,Velvet
Men,Rectangle,Autumn,Ethnic,Polyester
Men,V-Shape,Summer,Ethnic,Denim
Men,Triangle,Summer,Casual,Cotton
Women,Inverted Triangle,Autumn,Gym/Sport,Chiffon
Men,V-Shape,Summer,Gym/Sport,Twill
Men,Rectangle,Spring,Gym/Sport,Denim
Men,Apple,Autumn,Party,Linen
Men,Rectangle,Winter,Business,Polyester
Men,V-Shape,Autumn,Casual,Cotton
Men,V-Shape,Winter,Ethnic,Polyester
Women,Hourglass,Spring,Gym/Sport,Silk
Men,Rectangle,Summer,Ethnic,Denim
Women,Round,Autumn,Casual,Silk
Women,Round,Spring,Gym/Sport,Satin
Men,V-Shape,Winter,Gym/Sport,Denim
Women,Round,Spring,Business,Velvet
Men,Apple,Summer,Business,Denim
Men,Apple,Spring,Business,Twill
Men,Triangle,Winter,Ethnic,Twill
Women,Rectangle,Winter,Party,Chiffon
Women,Round,Autumn,Gym/Sport,Velvet
Women,Inverted Triangle,Spring,Casual,Satin
Men,Rectangle,Winter,Party,Twill
Men,V-Shape,Autumn,Ethnic,Cotton
Women,Triangle,Spring,Business,Satin
Women,Rectangle,Spring,Business,Cotton
Men,V-Shape,Autumn,Gym/Sport,Wool
Women,Hourglass,Summer,Party,Satin
Men,Apple,Winter,Ethnic,Polyester
Women,Triangle,Winter,Party,Linen
Men,Apple,Winter,Business,Wool
Women,Round,Spring,Party,Satin
Men,Triangle,Summer,Casual,Wool
Women,Triangle,Autumn,Ethnic,Cotton
Men,Rectangle,Winter,Party,Linen
Men,V-Shape,Summer,Party,Cotton
Men,Apple,Winter,Casual,Denim
Men,Apple,Winter,Casual,Twill
Women,Round,Spring,Gym/Sport,Rayon
Women,Inverted Triangle,Autumn,Casual,Rayon
Men,Rectangle,Spring,Gym/Sport,Twill
Women,Inverted Triangle,Winter,Business,Velvet
Women,Inverted Triangle,Autumn,Party,Cotton
Women,Round,Winter,Business,Cotton
Women,Triangle,Winter,Casual,Chiffon
Women,Round,Summer,Ethnic,Linen
Men,Triangle,Spring,Ethnic,Denim
Men,Triangle,Spring,Gym/Sport,Wool
Men,Rectangle,Spring,Party,Denim
Women,Rectangle,Spring,Gym/Sport,Linen
Men,Apple,Spring,Business,Twill
Women,Inverted Triangle,Autumn,Business,Satin
Women,Hourglass,Spring,Gym/Sport,Denim
Women,Rectangle,Summer,Business,Silk
Women,Round,Summer,Business,Velvet
Men,Rectangle,Summer,Casual,Cotton
Women,Hourglass,Summer,Business,Denim
Men,Apple,Autumn,Business,Wool
Women,Inverted Triangle,Summer,Casual,Silk
Men,Rectangle,Autumn,Ethnic,Denim
Men,Rectangle,Autumn,Casual,Twill
Men,Triangle,Summer,Casual,Polyester
Men,Rectangle,Winter,Casual,Polyester
Women,Inverted Triangle,Spring,Ethnic,Chiffon
Women,Inverted Triangle,Spring,Ethnic,Cotton
Men,Apple,Autumn,Ethnic,Polyester
Men,Apple,Spring,Ethnic,Polyester
Men,V-Shape,Spring,Casual,Wool
Men,V-Shape,Spring,Casual,Polyester
Women,Hourglass,Spring,Casual,Cotton
Women,Round,Winter,Business,Rayon
Men,V-Shape,Spring,Party,Cotton
Women,Hourglass,Spring,Party,Velvet
Men,Apple,Summer,Casual,Polyester
Men,V-Shape,Winter,Gym/Sport,Denim
Women,Round,Summer,Ethnic,Cotton
Women,Rectangle,Winter,Ethnic,Denim
Women,Hourglass,Winter,Casual,Velvet
Men,Apple,Summer,Party,Wool
Women,Round,Autumn,Business,Silk
Men,Rectangle,Spring,Party,Wool
Men,V-Shape,Winter,Party,Linen
Men,V-Shape,Spring,Gym/Sport,Polyester
Men,Rectangle,Autumn,Gym/Sport,Polyester
Women,Round,Spring,Ethnic,Denim
Men,Apple,Autumn,Party,Twill
Men,V-Shape,Winter,Ethnic,Wool
Men,Triangle,Winter,Ethnic,Polyester
Men,V-Shape,Winter,Business,Twill
Men,Triangle,Winter,Ethnic,Linen
Women,Hourglass,Spring,Ethnic,Cotton
Men,Apple,Spring,Casual,Polyester
Men,Apple,Winter,Party,Linen
Men,V-Shape,Summer,Party,Cotton
Women,Triangle,Spring,Casual,Rayon
Women,Hourglass,Winter,Ethnic,Rayon
Men,Triangle,Summer,Party,Polyester
Men,V-Shape,Spring,Gym/Sport,Polyester
Women,Triangle,Winter,Business,Denim
Men,Triangle,Autumn,Gym/Sport,Twill
Men,Triangle,Winter,Business,Cotton
Women,Round,Winter,Business,Silk
Women,Hourglass,Summer,Party,Cotton
Men,Rectangle,Autumn,Business,Cotton
Men,Triangle,Spring,Business,Denim
Women,Hourglass,Autumn,Gym/Sport,Satin
Men,Triangle,Summer,Ethnic,Linen
Men,Rectangle,Spring,Party,Denim
Men,V-Shape,Winter,Party,Linen
Women,Rectangle,Spring,Business,Linen
Women,Inverted Triangle,Spring,Casual,Velvet
Men,Rectangle,Summer,Casual,Wool
Men,V-Shape,Winter,Gym/Sport,Cotton
Women,Inverted Triangle,Winter,Gym/Sport,Satin
Women,Hourglass,Autumn,Business,Linen
Women,Rectangle,Winter,Ethnic,Satin
Women,Rectangle,Winter,Casual,Silk
Women,Round,Summer,Business,Satin
Women,Rectangle,Autumn,Casual,Denim
Men,Triangle,Spring,Ethnic,Wool
Women,Rectangle,Winter,Casual,Chiffon
Women,Round,Spring,Party,Linen
Women,Hourglass,Summer,Ethnic,Rayon
Women,Hourglass,Summer,Party,Denim
Women,Round,Summer,Gym/Sport,Silk
Men,Triangle,Summer,Business,Twill
Men,Triangle,Summer,Casual,Polyester
Men,Rectangle,Autumn,Casual,Cotton
Men,Apple,Summer,Ethnic,Denim
Men,Apple,Spring,Business,Wool
Women,Rectangle,Summer,Ethnic,Velvet
Men,V-Shape,Summer,Casual,Linen
Women,Triangle,Spring,Gym/Sport,Rayon
Men,Apple,Winter,Ethnic,Wool
Women,Rectangle,Winter,Casual,Denim
Men,Rectangle,Summer,Casual,Linen
Men,Apple,Winter,Casual,Cotton
Women,Rectangle,Spring,Gym/Sport,Chiffon
Men,Apple,Autumn,Ethnic,Wool
Women,Hourglass,Summer,Business,Linen
Men,Rectangle,Spring,Ethnic,Cotton
Men,Rectangle,Summer,Casual,Twill
Men,V-Shape,Autumn,Ethnic,Cotton
Men,Triangle,Autumn,Business,Twill
Women,Rectangle,Winter,Party,Chiffon
Women,Round,Winter,Party,Linen
Men,Rectangle,Summer,Ethnic,Linen
Women,Rectangle,Autumn,Casual,Cotton
Women,Inverted Triangle,Autumn,Ethnic,Cotton
Men,Rectangle,Summer,Ethnic,Denim
Women,Inverted Triangle,Winter,Gym/Sport,Linen
Men,Triangle,Winter,Business,Cotton
Men,Rectangle,Summer,Business,Polyester
Women,Triangle,Winter,Party,Satin
Women,Hourglass,Autumn,Business,Silk
Men,Rectangle,Autumn,Casual,Twill
Women,Rectangle,Winter,Business,Cotton
Men,Apple,Spring,Business,Twill
Men,V-Shape,Spring,Party,Denim
Women,Inverted Triangle,Autumn,Casual,Chiffon
Women,Rectangle,Spring,Business,Linen
Women,Hourglass,Spring,Ethnic,Chiffon
Women,Rectangle,Summer,Business,Silk
Men,Apple,Summer,Business,Wool
Men,Apple,Autumn,Casual,Cotton
Men,V-Shape,Summer,Party,Polyester
Men,Apple,Autumn,Ethnic,Twill
Men,Apple,Summer,Gym/Sport,Linen
Women,Hourglass,Autumn,Ethnic,Satin
Men,V-Shape,Spring,Party,Twill
Women,Round,Summer,Gym/Sport,Satin
Women,Inverted Triangle,Spring,Gym/Sport,Velvet
Men,Triangle,Summer,Casual,Denim
Women,Triangle,Winter,Ethnic,Chiffon
Men,Rectangle,Summer,Party,Wool
Men,Rectangle,Summer,Ethnic,Denim
Men,Rectangle,Summer,Party,Cotton
Women,Hourglass,Autumn,Party,Satin
Men,V-Shape,Winter,Business,Cotton
Women,Triangle,Spring,Casual,Denim
Men,Triangle,Winter,Party,Linen
Women,Round,Spring,Ethnic,Chiffon
Men,V-Shape,Summer,Ethnic,Denim
Women,Rectangle,Summer,Business,Rayon
Men,Triangle,Autumn,Ethnic,Polyester
Men,Triangle,Winter,Party,Cotton
Men,V-Shape,Winter,Party,Cotton
Women,Hourglass,Winter,Business,Rayon
Men,Rectangle,Winter,Business,Twill
Men,Rectangle,Winter,Ethnic,Polyester
Men,V-Shape,Summer,Party,Denim
Men,Triangle,Winter,Business,Linen
Men,Rectangle,Summer,Ethnic,Linen
Women,Rectangle,Summer,Ethnic,Cotton
Women,Inverted Triangle,Winter,Business,Chiffon
Women,Inverted Triangle,Winter,Gym/Sport,Velvet
Men,Apple,Spring,Business,Wool
Women,Hourglass,Winter,Casual,Cotton
Women,Hourglass,Autumn,Party,Rayon
Men,V-Shape,Summer,Ethnic,Denim
Men,Triangle,Winter,Gym/Sport,Polyester
Women,Inverted Triangle,Spring,Party,Velvet
Men,V-Shape,Winter,Casual,Twill
Men,Apple,Autumn,Gym/Sport,Denim
Men,Triangle,Winter,Ethnic,Cotton
Men,Rectangle,Summer,Gym/Sport,Polyester
Men,Apple,Autumn,Party,Polyester
Men,Triangle,Autumn,Party,Wool
Men,Rectangle,Winter,Party,Twill
Women,Rectangle,Winter,Gym/Sport,Silk
Men,Apple,Summer,Business,Cotton
Men,Triangle,Spring,Casual,Cotton
Women,Round,Spring,Business,Rayon
Men,Triangle,Autumn,Ethnic,Wool
Men,Triangle,Summer,Ethnic,Polyester
Women,Inverted Triangle,Winter,Business,Chiffon
Women,Triangle,Summer,Casual,Cotton
Women,Triangle,Autumn,Gym/Sport,Chiffon
Men,Apple,Summer,Ethnic,Wool
Women,Hourglass,Spring,Business,Linen
Women,Round,Winter,Party,Denim
Women,Inverted Triangle,Autumn,Ethnic,Satin
Men,Rectangle,Winter,Gym/Sport,Cotton
Men,V-Shape,Summer,Casual,Linen
Men,V-Shape,Summer,Business,Cotton
Women,Hourglass,Summer,Gym/Sport,Satin
Men,Rectangle,Winter,Business,Cotton
Men,Apple,Autumn,Ethnic,Wool
Women,Inverted Triangle,Summer,Party,Linen
Women,Triangle,Autumn,Party,Satin
Women,Hourglass,Summer,Business,Silk
Women,Inverted Triangle,Spring,Gym/Sport,Linen
Men,Apple,Winter,Gym/Sport,Polyester
Men,Rectangle,Summer,Ethnic,Polyester
Women,Rectangle,Summer,Party,Rayon
Women,Hourglass,Summer,Casual,Denim
Women,Rectangle,Spring,Business,Rayon
Men,V-Shape,Summer,Casual,Denim
Women,Inverted Triangle,Winter,Gym/Sport,Satin
Women,Rectangle,Summer,Gym/Sport,Linen
Men,V-Shape,Summer,Business,Wool
Women,Round,Autumn,Business,Chiffon
Men,Rectangle,Autumn,Gym/Sport,Linen
Men,Rectangle,Spring,Business,Twill
Men,Rectangle,Autumn,Casual,Twill
Women,Inverted Triangle,Autumn,Business,Chiffon
Men,V-Shape,Winter,Ethnic,Twill
Women,Inverted Triangle,Summer,Casual,Velvet
Men,Rectangle,Summer,Casual,Cotton
Men,Rectangle,Autumn,Party,Polyester
Women,Triangle,Autumn,Casual,Satin
Men,V-Shape,Winter,Gym/Sport,Polyester
Men,V-Shape,Winter,Gym/Sport,Linen
Men,Triangle,Winter,Casual,Twill
Men,Rectangle,Spring,Business,Polyester
Men,Apple,Spring,Party,Polyester
Women,Round,Spring,Gym/Sport,Satin
Men,Apple,Summer,Casual,Cotton
Women,Hourglass,Spring,Ethnic,Denim
Women,Hourglass,Summer,Gym/Sport,Cotton
Men,Rectangle,Summer,Ethnic,Denim
Men,V-Shape,Winter,Gym/Sport,Denim
Women,Round,Summer,Casual,Cotton
Women,Rectangle,Summer,Business,Denim
Women,Triangle,Summer,Party,Silk
Women,Inverted Triangle,Summer,Gym/Sport,Satin
Women,Inverted Triangle,Summer,Business,Rayon
Women,Round,Winter,Gym/Sport,Silk
Men,Apple,Winter,Ethnic,Wool
Women,Triangle,Summer,Casual,Linen
Women,Inverted Triangle,Summer,Business,Satin
Women,Rectangle,Summer,Business,Cotton
Women,Triangle,Spring,Ethnic,Satin
Women,Rectangle,Spring,Casual,Chiffon
Men,Apple,Spring,Ethnic,Twill
Men,Rectangle,Winter,Business,Denim
Women,Inverted Triangle,Spring,Ethnic,Satin
Men,Triangle,Winter,Ethnic,Linen
Men,Apple,Summer,Gym/Sport,Twill
Women,Round,Summer,Gym/Sport,Velvet
Men,Rectangle,Winter,Gym/Sport,Denim
Women,Triangle,Summer,Party,Linen
Women,Rectangle,Autumn,Casual,Linen
Men,V-Shape,Spring,Casual,Wool
Men,Triangle,Summer,Casual,Polyester
Men,Apple,Autumn,Party,Linen
Men,V-Shape,Spring,Casual,Polyester
Women,Round,Autumn,Gym/Sport,Satin
Men,V-Shape,Summer,Business,Cotton
Men,Triangle,Spring,Gym/Sport,Wool
Women,Round,Autumn,Ethnic,Velvet
Women,Inverted Triangle,Summer,Business,Cotton
Men,Triangle,Summer,Business,Linen
Men,V-Shape,Autumn,Casual,Wool
Men,V-Shape,Spring,Gym/Sport,Polyester
Men,Apple,Autumn,Party,Cotton
Women,Triangle,Autumn,Gym/Sport,Velvet
Men,V-Shape,Spring,Casual,Linen
Men,V-Shape,Winter,Business,Denim
Women,Rectangle,Autumn,Party,Denim
Women,Inverted Triangle,Spring,Business,Linen
Women,Round,Autumn,Casual,Rayon
Men,Rectangle,Spring,Casual,Linen
Women,Round,Summer,Ethnic,Denim
Men,Apple,Summer,Party,Twill
Women,Inverted Triangle,Summer,Ethnic,Rayon
Men,V-Shape,Autumn,Party,Cotton
Women,Round,Winter,Business,Rayon
Men,V-Shape,Autumn,Gym/Sport,Cotton
Women,Hourglass,Spring,Party,Chiffon
Men,Rectangle,Autumn,Party,Wool
Men,Rectangle,Spring,Business,Denim
Women,Inverted Triangle,Winter,Party,Cotton
Women,Round,Winter,Ethnic,Rayon
Men,Rectangle,Spring,Ethnic,Denim
Women,Triangle,Spring,Party,Rayon
Women,Inverted Triangle,Spring,Casual,Linen
Women,Rectangle,Autumn,Ethnic,Rayon
Women,Triangle,Autumn,Gym/Sport,Chiffon
Women,Hourglass,Summer,Gym/Sport,Rayon
Men,Apple,Autumn,Ethnic,Cotton
Women,Rectangle,Autumn,Gym/Sport,Silk
Men,Triangle,Spring,Party,Denim
Women,Round,Autumn,Casual,Rayon
Women,Inverted Triangle,Winter,Party,Linen
Women,Hourglass,Winter,Gym/Sport,Velvet
Women,Inverted Triangle,Spring,Gym/Sport,Velvet
Men,Rectangle,Summer,Business,Twill
Women,Hourglass,Summer,Gym/Sport,Rayon
Women,Hourglass,Summer,Ethnic,Satin
Women,Triangle,Summer,Casual,Silk
Women,Triangle,Summer,Party,Linen
Women,Round,Winter,Casual,Silk
Men,Apple,Spring,Business,Cotton
Men,V-Shape,Winter,Ethnic,Wool
Men,Rectangle,Autumn,Business,Wool
Women,Triangle,Spring,Ethnic,Linen
Women,Round,Spring,Business,Satin
Women,Round,Spring,Gym/Sport,Velvet
Women,Round,Summer,Ethnic,Denim
Men,Apple,Autumn,Party,Cotton
Men,V-Shape,Spring,Business,Denim
Women,Inverted Triangle,Autumn,Ethnic,Denim
Men,Apple,Summer,Party,Polyester
Women,Round,Summer,Gym/Sport,Linen
Women,Triangle,Summer,Business,Linen
Men,Apple,Summer,Casual,Twill
Women,Inverted Triangle,Autumn,Casual,Linen
Women,Triangle,Autumn,Gym/Sport,Cotton
Women,Hourglass,Summer,Business,Rayon
Women,Hourglass,Spring,Party,Silk
Men,Apple,Autumn,Business,Polyester
Women,Inverted Triangle,Autumn,Business,Velvet
Men,Rectangle,Winter,Party,Twill
Women,Triangle,Winter,Business,Cotton
Men,Triangle,Summer,Casual,Denim
Men,V-Shape,Autumn,Casual,Linen
Men,Triangle,Winter,Casual,Polyester
Women,Triangle,Winter,Gym/Sport,Linen
Men,Triangle,Winter,Gym/Sport,Cotton
Women,Round,Summer,Business,Satin
Men,Triangle,Spring,Gym/Sport,Wool
Women,Hourglass,Winter,Business,Chiffon
Men,V-Shape,Winter,Ethnic,Cotton
Men,Triangle,Spring,Ethnic,Linen
Women,Hourglass,Spring,Casual,Satin
Women,Inverted Triangle,Winter,Business,Silk
Women,Hourglass,Autumn,Ethnic,Linen
Women,Hourglass,Winter,Casual,Chiffon
Women,Hourglass,Winter,Ethnic,Cotton
Men,Triangle,Spring,Gym/Sport,Cotton
Men,Rectangle,Autumn,Business,Wool
Women,Round,Autumn,Ethnic,Silk
Men,V-Shape,Autumn,Business,Polyester
Women,Round,Autumn,Business,Cotton
Women,Hourglass,Autumn,Party,Denim
Women,Round,Winter,Casual,Satin
Men,Apple,Autumn,Gym/Sport,Wool
Women,Hourglass,Autumn,Party,Silk
Women,Triangle,Autumn,Business,Satin
Women,Inverted Triangle,Summer,Ethnic,Satin
Men,Rectangle,Autumn,Gym/Sport,Cotton
Men,Rectangle,Summer,Business,Wool
Men,Apple,Summer,Ethnic,Cotton
Women,Inverted Triangle,Spring,Casual,Linen
Men,Rectangle,Summer,Ethnic,Polyester
Women,Rectangle,Spring,Casual,Denim
Women,Rectangle,Autumn,Ethnic,Chiffon
Women,Triangle,Spring,Casual,Linen
Women,Inverted Triangle,Winter,Party,Cotton
Women,Rectangle,Summer,Casual,Satin
Men,Triangle,Autumn,Party,Twill
Women,Triangle,Summer,Party,Velvet
Men,Rectangle,Summer,Party,Denim
Women,Rectangle,Winter,Gym/Sport,Rayon
Women,Rectangle,Winter,Business,Linen
Women,Triangle,Autumn,Business,Silk
Men,Triangle,Spring,Ethnic,Polyester
Women,Round,Summer,Gym/Sport,Velvet
Women,Inverted Triangle,Summer,Gym/Sport,Cotton
Women,Inverted Triangle,Autumn,Casual,Chiffon
Men,Apple,Winter,Gym/Sport,Linen
Men,V-Shape,Autumn,Party,Twill
Men,Apple,Winter,Business,Polyester
Women,Rectangle,Spring,Casual,Chiffon
Men,V-Shape,Winter,Business,Linen
Men,Triangle,Autumn,Casual,Denim
Men,V-Shape,Autumn,Business,Cotton
Women,Triangle,Winter,Gym/Sport,Rayon
Men,Rectangle,Winter,Party,Linen
Men,Triangle,Spring,Ethnic,Polyester
Men,Apple,Winter,Casual,Cotton
Men,V-Shape,Spring,Party,Denim
Women,Round,Autumn,Ethnic,Linen
Women,Triangle,Winter,Business,Rayon
Men,V-Shape,Autumn,Ethnic,Twill
Men,Apple,Winter,Casual,Wool
Men,Apple,Autumn,Party,Denim
Women,Round,Autumn,Party,Velvet
Women,Triangle,Summer,Party,Rayon
Women,Hourglass,Spring,Gym/Sport,Chiffon
Women,Rectangle,Spring,Business,Chiffon
Women,Round,Winter,Party,Cotton
Women,Hourglass,Winter,Business,Chiffon
Women,Rectangle,Winter,Party,Rayon
Men,V-Shape,Summer,Ethnic,Cotton
Men,V-Shape,Summer,Party,Polyester
Men,Triangle,Spring,Business,Wool
Women,Inverted Triangle,Summer,Gym/Sport,Linen
Women,Rectangle,Winter,Gym/Sport,Velvet
Women,Round,Spring,Gym/Sport,Linen
Women,Triangle,Autumn,Party,Chiffon
Men,V-Shape,Spring,Gym/Sport,Denim
Men,V-Shape,Spring,Gym/Sport,Linen
Men,V-Shape,Autumn,Ethnic,Linen
Men,Apple,Winter,Ethnic,Wool
Women,Hourglass,Spring,Business,Rayon
Women,Inverted Triangle,Summer,Business,Silk
Women,Hourglass,Winter,Ethnic,Satin
Men,Triangle,Autumn,Gym/Sport,Wool
Women,Hourglass,Summer,Ethnic,Silk
Men,Rectangle,Winter,Ethnic,Linen
Men,V-Shape,Winter,Ethnic,Denim
Men,V-Shape,Summer,Party,Polyester
Men,Apple,Summer,Business,Twill
Women,Round,Spring,Ethnic,Silk
Men,Rectangle,Spring,Business,Twill
Women,Inverted Triangle,Summer,Business,Satin
Women,Hourglass,Summer,Business,Cotton
Men,Rectangle,Winter,Party,Denim
Men,Triangle,Winter,Ethnic,Wool
Women,Inverted Triangle,Summer,Gym/Sport,Chiffon
Men,V-Shape,Autumn,Business,Denim
Women,Triangle,Spring,Ethnic,Silk
Men,V-Shape,Winter,Ethnic,Wool
Women,Inverted Triangle,Autumn,Casual,Silk
Men,Rectangle,Winter,Ethnic,Cotton
Women,Inverted Triangle,Spring,Party,Cotton
Men,Triangle,Autumn,Ethnic,Wool
Women,Triangle,Spring,Gym/Sport,Denim
Women,Inverted Triangle,Spring,Casual,Denim
Men,Apple,Autumn,Casual,Linen
Men,Apple,Winter,Ethnic,Cotton
Men,Triangle,Summer,Business,Wool
Men,Apple,Autumn,Business,Denim
Men,Apple,Autumn,Party,Wool
Women,Hourglass,Winter,Gym/Sport,Denim
Women,Rectangle,Spring,Party,Rayon
Women,Hourglass,Winter,Ethnic,Chiffon
Men,Rectangle,Winter,Gym/Sport,Linen
Men,Apple,Autumn,Party,Twill
Men,V-Shape,Spring,Party,Linen
Men,V-Shape,Autumn,Casual,Linen
Men,V-Shape,Summer,Party,Cotton
Women,Rectangle,Autumn,Party,Rayon
Men,Rectangle,Autumn,Ethnic,Polyester
Women,Triangle,Spring,Business,Chiffon
Women,Rectangle,Spring,Party,Velvet
Men,Rectangle,Summer,Gym/Sport,Polyester
Women,Triangle,Summer,Party,Denim
Women,Rectangle,Autumn,Casual,Silk
Men,Apple,Winter,Ethnic,Polyester
Women,Triangle,Spring,Gym/Sport,Chiffon
Men,Apple,Winter,Business,Polyester
Women,Inverted Triangle,Spring,Ethnic,Silk
Men,Rectangle,Autumn,Gym/Sport,Polyester
Men,Apple,Winter,Ethnic,Twill
Women,Rectangle,Summer,Party,Linen
Women,Rectangle,Summer,Ethnic,Rayon
Women,Inverted Triangle,Autumn,Gym/Sport,Cotton
Women,Round,Spring,Ethnic,Silk
Men,Rectangle,Summer,Party,Linen
Men,Rectangle,Summer,Gym/Sport,Linen
Men,Apple,Winter,Business,Linen
Men,Apple,Winter,Business,Cotton
Men,V-Shape,Summer,Ethnic,Wool
Women,Rectangle,Summer,Business,Rayon
Men,Triangle,Spring,Ethnic,Linen
Women,Inverted Triangle,Spring,Party,Satin
Women,Triangle,Summer,Party,Denim
Women,Inverted Triangle,Summer,Party,Rayon
Women,Inverted Triangle,Summer,Ethnic,Cotton
Women,Triangle,Autumn,Gym/Sport,Silk
Women,Rectangle,Autumn,Casual,Silk
Men,Apple,Summer,Party,Twill
Women,Round,Summer,Business,Velvet
Women,Inverted Triangle,Autumn,Ethnic,Chiffon
Men,Apple,Autumn,Party,Linen
Men,V-Shape,Spring,Business,Polyester
Women,Triangle,Autumn,Party,Silk
Women,Hourglass,Autumn,Business,Silk
Women,Triangle,Summer,Casual,Satin
Women,Inverted Triangle,Winter,Party,Satin
Men,Apple,Spring,Party,Twill
Women,Rectangle,Summer,Party,Chiffon
Men,Rectangle,Winter,Gym/Sport,Polyester
Women,Round,Spring,Casual,Satin
Women,Round,Summer,Ethnic,Velvet
Women,Hourglass,Spring,Casual,Cotton
Women,Round,Autumn,Casual,Rayon
Men,V-Shape,Winter,Ethnic,Polyester
Women,Round,Summer,Business,Cotton
Men,Rectangle,Summer,Casual,Denim
Men,Triangle,Summer,Business,Linen
Women,Triangle,Autumn,Party,Silk
Women,Round,Summer,Ethnic,Denim
Men,Rectangle,Summer,Business,Cotton
Women,Triangle,Autumn,Business,Denim
Women,Rectangle,Summer,Party,Velvet
Men,Rectangle,Winter,Business,Twill
Women,Round,Summer,Ethnic,Satin
Women,Round,Winter,Gym/Sport,Denim
Men,Apple,Autumn,Ethnic,Linen
Men,Apple,Summer,Gym/Sport,Polyester
Men,Apple,Summer,Casual,Polyester
Men,Triangle,Winter,Casual,Linen
Women,Inverted Triangle,Spring,Party,Satin
Women,Round,Winter,Casual,Silk
Men,V-Shape,Spring,Gym/Sport,Denim
Men,Triangle,Summer,Casual,Polyester
Women,Inverted Triangle,Summer,Business,Rayon
Women,Rectangle,Autumn,Ethnic,Linen
Men,V-Shape,Winter,Casual,Denim
Men,Apple,Autumn,Party,Denim
Men,V-Shape,Autumn,Business,Wool
Women,Rectangle,Summer,Business,Velvet
Men,Rectangle,Autumn,Gym/Sport,Wool
Men,Triangle,Autumn,Ethnic,Linen
Men,Rectangle,Autumn,Party,Twill
Women,Round,Autumn,Party,Cotton
Women,Triangle,Winter,Gym/Sport,Satin
Women,Hourglass,Winter,Business,Linen
Men,Rectangle,Autumn,Business,Denim
Men,Apple,Summer,Gym/Sport,Twill
Women,Inverted Triangle,Winter,Ethnic,Satin
Women,Rectangle,Summer,Business,Velvet
Men,Rectangle,Summer,Business,Cotton
Men,Apple,Spring,Party,Twill
Men,Rectangle,Spring,Business,Linen
Women,Inverted Triangle,Spring,Party,Linen
Women,Inverted Triangle,Summer,Business,Denim
Women,Round,Summer,Party,Cotton
Men,Rectangle,Summer,Business,Denim
Women,Triangle,Autumn,Business,Linen
Women,Round,Summer,Ethnic,Velvet
Men,Triangle,Spring,Ethnic,Twill
Men,Triangle,Summer,Ethnic,Linen
Women,Rectangle,Autumn,Casual,Velvet
Men,V-Shape,Summer,Ethnic,Twill
Men,Apple,Summer,Business,Denim
Women,Inverted Triangle,Summer,Ethnic,Satin
Men,Rectangle,Winter,Business,Wool
Women,Rectangle,Winter,Casual,Chiffon
Women,Inverted Triangle,Summer,Business,Silk
Men,Triangle,Spring,Party,Polyester
Men,Apple,Winter,Business,Wool
Women,Hourglass,Summer,Gym/Sport,Cotton
Men,Triangle,Summer,Casual,Twill
