gender,body_type,season,occasion,lower_wear,color
Women,Hourglass,Spring,Gym/Sport,Palazzo,Olive
Men,Apple,Summer,Gym/Sport,Kurta Pajama,Navy Blue
Men,Rectangle,Autumn,Ethnic,Jeans,Brown
Women,Hourglass,Winter,Casual,Skirt,White
Men,Triangle,Spring,Business,Kurta Pajama,Navy Blue
Men,V-Shape,Autumn,Gym/Sport,Kurta Pajama,Purple
Men,Rectangle,Winter,Casual,Formal Pants,Purple
Men,Triangle,Autumn,Business,Track Pants,Blue
Women,Inverted Triangle,Summer,Gym/Sport,Salwar,Blue
Women,Rectangle,Summer,Business,Leggings,Navy Blue
Women,Triangle,Summer,Gym/Sport,Sharara,Red
Men,Apple,Spring,Ethnic,Jeans,Pink
Women,Round,Autumn,Party,Skirt,Purple
Women,Hourglass,Autumn,Party,Skirt,Beige
Men,Rectangle,Autumn,Ethnic,Chinos,Red
Men,Apple,Autumn,Ethnic,Jeans,Red
Women,Triangle,Autumn,Party,Trousers,Black
Women,Round,Autumn,Ethnic,Palazzo,Blue
Women,Inverted Triangle,Spring,Gym/Sport,Sharara,White
Women,Inverted Triangle,Winter,Casual,Palazzo,Beige
Men,Rectangle,Autumn,Gym/Sport,Track Pants,Navy Blue
Women,Rectangle,Winter,Casual,Salwar,White
Men,Rectangle,Summer,Business,Track Pants,Purple
Men,Apple,Autumn,Gym/Sport,Jeans,White
Women,Triangle,Autumn,Ethnic,Sharara,Beige
Women,Hourglass,Autumn,Ethnic,Trousers,Black
Men,Triangle,Spring,Party,Track Pants,Olive
Women,Round,Winter,Business,Salwar,Blue
Women,Triangle,Spring,Party,Salwar,White
Men,Rectangle,Summer,Business,Shorts,Grey
Women,Rectangle,Autumn,Gym/Sport,Trousers,Red
Men,Apple,Winter,Casual,Track Pants,Grey
Men,Rectangle,Winter,Ethnic,Trousers,Grey
Men,Triangle,Winter,Casual,Trousers,Blue
Women,Inverted Triangle,Summer,Business,Trousers,Red
Women,Inverted Triangle,Spring,Business,Sharara,Red
Women,Inverted Triangle,Summer,Gym/Sport,Jeans,Black
Women,Hourglass,Winter,Business,Palazzo,Red
Men,Triangle,Winter,Casual,Trousers,Grey
Women,Round,Winter,Business,Skirt,Black
Women,Hourglass,Summer,Casual,Jeans,Purple
Men,V-Shape,Spring,Ethnic,Formal Pants,Olive
Men,Apple,Winter,Party,Trousers,Navy Blue
Men,Apple,Summer,Casual,Shorts,Olive
Women,Triangle,Summer,Gym/Sport,Salwar,Purple
Women,Rectangle,Autumn,Business,Sharara,White
Women,Hourglass,Autumn,Business,Leggings,Brown
Men,Apple,Autumn,Gym/Sport,Kurta Pajama,Navy Blue
Women,Round,Autumn,Casual,Sharara,Grey
Women,Rectangle,Winter,Casual,Skirt,Grey
Women,Rectangle,Autumn,Ethnic,Palazzo,Brown
Men,Rectangle,Autumn,Ethnic,Shorts,Navy Blue
Women,Rectangle,Autumn,Casual,Trousers,Olive
Women,Triangle,Autumn,Business,Palazzo,Purple
Men,V-Shape,Spring,Gym/Sport,Formal Pants,Black
Men,Rectangle,Spring,Business,Shorts,Red
Women,Inverted Triangle,Winter,Ethnic,Palazzo,White
Women,Rectangle,Autumn,Casual,Leggings,Grey
Women,Round,Winter,Ethnic,Trousers,White
Women,Inverted Triangle,Autumn,Ethnic,Leggings,Grey
Women,Hourglass,Autumn,Casual,Jeans,Navy Blue
Men,Apple,Winter,Casual,Track Pants,Purple
Men,V-Shape,Autumn,Casual,Jeans,Grey
Men,V-Shape,Spring,Party,Chinos,Pink
Women,Hourglass,Spring,Party,Sharara,Black
Women,Rectangle,Autumn,Ethnic,Salwar,Blue
Men,Apple,Autumn,Casual,Track Pants,Black
Men,Apple,Spring,Casual,Formal Pants,Brown
Women,Rectangle,Autumn,Business,Leggings,Black
Men,Rectangle,Summer,Business,Jeans,Beige
Men,Rectangle,Summer,Party,Track Pants,Brown
Women,Inverted Triangle,Summer,Business,Jeans,Grey
Women,Round,Spring,Casual,Leggings,Grey
Women,Rectangle,Winter,Casual,Jeans,Black
Women,Rectangle,Summer,Casual,Skirt,Navy Blue
Men,Triangle,Autumn,Business,Shorts,Pink
Women,Inverted Triangle,Summer,Ethnic,Jeans,Pink
Women,Hourglass,Autumn,Gym/Sport,Trousers,White
Men,Triangle,Autumn,Business,Trousers,Red
Women,Rectangle,Spring,Business,Leggings,Pink
Women,Inverted Triangle,Spring,Ethnic,Skirt,Beige
Women,Round,Winter,Casual,Leggings,Navy Blue
Men,V-Shape,Winter,Gym/Sport,Track Pants,Grey
Men,Triangle,Spring,Casual,Trousers,Brown
Men,Rectangle,Winter,Ethnic,Shorts,Grey
Men,Apple,Spring,Party,Trousers,Olive
Women,Hourglass,Summer,Casual,Sharara,Beige
Men,Rectangle,Winter,Ethnic,Track Pants,Black
Women,Rectangle,Spring,Business,Palazzo,Beige
Women,Hourglass,Winter,Gym/Sport,Jeans,Brown
Men,V-Shape,Spring,Party,Jeans,Purple
Women,Round,Spring,Ethnic,Jeans,Grey
Women,Inverted Triangle,Autumn,Casual,Trousers,Beige
Women,Round,Spring,Casual,Palazzo,Beige
Men,Apple,Spring,Party,Track Pants,Brown
Women,Round,Winter,Casual,Salwar,Blue
Men,Rectangle,Winter,Gym/Sport,Shorts,Blue
Men,Apple,Winter,Ethnic,Shorts,White
Women,Inverted Triangle,Autumn,Party,Leggings,Black
Men,V-Shape,Spring,Party,Kurta Pajama,Purple
Women,Round,Spring,Business,Skirt,Black
Men,Triangle,Spring,Party,Chinos,Red
Men,Apple,Autumn,Casual,Trousers,Blue
Women,Hourglass,Spring,Party,Sharara,Black
Men,Rectangle,Summer,Business,Shorts,Black
Women,Round,Winter,Casual,Palazzo,Purple
Men,Triangle,Winter,Business,Track Pants,Beige
Men,Rectangle,Summer,Gym/Sport,Jeans,Beige
Women,Triangle,Spring,Party,Sharara,Blue
Men,Triangle,Summer,Ethnic,Jeans,Blue
Women,Inverted Triangle,Winter,Party,Sharara,Purple
Women,Inverted Triangle,Winter,Casual,Salwar,Grey
Men,V-Shape,Winter,Gym/Sport,Trousers,Olive
Men,V-Shape,Winter,Ethnic,Chinos,Olive
Women,Triangle,Spring,Gym/Sport,Jeans,Pink
Women,Round,Winter,Business,Sharara,Grey
Men,Apple,Summer,Casual,Track Pants,Red
Men,Apple,Summer,Business,Formal Pants,Pink
Men,Triangle,Winter,Ethnic,Trousers,Navy Blue
Women,Hourglass,Summer,Business,Leggings,Pink
Women,Inverted Triangle,Summer,Casual,Trousers,Blue
Women,Hourglass,Winter,Party,Palazzo,Beige
Men,V-Shape,Spring,Casual,Chinos,Pink
Women,Round,Winter,Casual,Salwar,Black
Men,Triangle,Summer,Casual,Kurta Pajama,Blue
Women,Round,Autumn,Gym/Sport,Salwar,Grey
Women,Hourglass,Autumn,Ethnic,Palazzo,Brown
Women,Hourglass,Spring,Casual,Jeans,Black
Men,Apple,Autumn,Gym/Sport,Formal Pants,Beige
Men,Triangle,Winter,Casual,Shorts,Brown
Women,Rectangle,Winter,Casual,Palazzo,Red
Men,Apple,Autumn,Casual,Track Pants,Beige
Men,Triangle,Autumn,Business,Jeans,Purple
Women,Inverted Triangle,Autumn,Business,Salwar,Beige
Women,Rectangle,Spring,Casual,Palazzo,Red
Men,Apple,Summer,Gym/Sport,Kurta Pajama,White
Men,Apple,Summer,Casual,Chinos,Red
Men,Rectangle,Winter,Ethnic,Trousers,Grey
Men,Rectangle,Autumn,Ethnic,Trousers,Brown
Men,Apple,Summer,Gym/Sport,Formal Pants,Brown
Men,Apple,Summer,Casual,Jeans,Blue
Men,Triangle,Autumn,Business,Jeans,Black
Men,Apple,Spring,Casual,Kurta Pajama,Navy Blue
Men,Apple,Autumn,Business,Track Pants,Navy Blue
Women,Round,Spring,Casual,Skirt,White
Women,Hourglass,Winter,Business,Sharara,Beige
Women,Triangle,Summer,Party,Leggings,Grey
Women,Triangle,Autumn,Ethnic,Palazzo,Purple
Men,V-Shape,Winter,Party,Trousers,Pink
Women,Inverted Triangle,Summer,Business,Skirt,Beige
Men,Rectangle,Autumn,Gym/Sport,Trousers,Olive
Men,Apple,Winter,Casual,Shorts,Beige
Women,Triangle,Autumn,Business,Palazzo,White
Women,Triangle,Autumn,Casual,Sharara,Brown
Women,Triangle,Summer,Party,Trousers,Pink
Women,Rectangle,Autumn,Ethnic,Jeans,Purple
Men,Triangle,Spring,Ethnic,Trousers,Navy Blue
Women,Hourglass,Autumn,Gym/Sport,Jeans,Blue
Men,V-Shape,Spring,Party,Track Pants,Brown
Men,V-Shape,Summer,Party,Track Pants,Brown
Men,Triangle,Winter,Business,Jeans,Pink
Men,V-Shape,Summer,Ethnic,Trousers,White
Men,Triangle,Spring,Ethnic,Formal Pants,Purple
Men,Triangle,Spring,Casual,Chinos,Brown
Women,Triangle,Autumn,Ethnic,Palazzo,Brown
Women,Hourglass,Spring,Ethnic,Sharara,Grey
Women,Inverted Triangle,Winter,Gym/Sport,Palazzo,Beige
Men,V-Shape,Spring,Casual,Chinos,Brown
Women,Inverted Triangle,Winter,Gym/Sport,Salwar,Purple
Women,Round,Winter,Business,Palazzo,Blue
Men,Rectangle,Winter,Business,Chinos,Pink
Men,Apple,Autumn,Casual,Jeans,Grey
Men,Triangle,Summer,Gym/Sport,Jeans,Beige
Men,Apple,Summer,Ethnic,Trousers,Red
Men,Rectangle,Summer,Casual,Kurta Pajama,Pink
Men,Rectangle,Autumn,Party,Jeans,Olive
Men,Apple,Spring,Casual,Formal Pants,Purple
Women,Round,Spring,Casual,Trousers,Pink
Women,Triangle,Summer,Gym/Sport,Palazzo,Brown
Women,Round,Autumn,Gym/Sport,Sharara,Brown
Men,Apple,Summer,Party,Shorts,Blue
Men,V-Shape,Summer,Party,Track Pants,Olive
Men,Triangle,Spring,Ethnic,Jeans,Purple
Women,Hourglass,Autumn,Ethnic,Jeans,Black
Men,Triangle,Spring,Business,Kurta Pajama,Beige
Women,Triangle,Summer,Ethnic,Skirt,Pink
Men,Triangle,Spring,Gym/Sport,Jeans,Pink
Men,Rectangle,Summer,Business,Kurta Pajama,Blue
Women,Inverted Triangle,Summer,Party,Trousers,Brown
Men,Apple,Autumn,Ethnic,Kurta Pajama,Blue
Women,Round,Spring,Gym/Sport,Trousers,Beige
Men,Rectangle,Autumn,Gym/Sport,Jeans,Grey
Women,Round,Winter,Business,Palazzo,Purple
Women,Round,Winter,Ethnic,Trousers,Red
Men,Rectangle,Winter,Business,Formal Pants,Brown
Women,Inverted Triangle,Spring,Casual,Jeans,Navy Blue
Women,Rectangle,Winter,Ethnic,Leggings,Brown
Women,Rectangle,Summer,Casual,Leggings,Pink
Men,Triangle,Autumn,Casual,Formal Pants,Black
Women,Hourglass,Spring,Gym/Sport,Skirt,Beige
Men,Rectangle,Summer,Gym/Sport,Kurta Pajama,Pink
Women,Round,Autumn,Party,Leggings,Pink
Women,Triangle,Winter,Gym/Sport,Jeans,Purple
Women,Rectangle,Summer,Ethnic,Salwar,Red
Men,Apple,Winter,Ethnic,Formal Pants,Grey
Men,Rectangle,Winter,Gym/Sport,Formal Pants,Pink
Men,Triangle,Winter,Party,Shorts,Blue
Women,Rectangle,Autumn,Casual,Salwar,Olive
Men,Triangle,Winter,Gym/Sport,Kurta Pajama,Purple
Men,V-Shape,Spring,Casual,Track Pants,Purple
Women,Round,Winter,Business,Salwar,Navy Blue
Women,Rectangle,Spring,Gym/Sport,Trousers,Black
Men,Rectangle,Winter,Ethnic,Shorts,Brown
Women,Inverted Triangle,Spring,Party,Palazzo,Navy Blue
Men,Rectangle,Winter,Business,Formal Pants,Brown
Men,Apple,Autumn,Gym/Sport,Trousers,Navy Blue
Men,Apple,Autumn,Casual,Formal Pants,White
Men,Apple,Summer,Gym/Sport,Shorts,Beige
Men,Apple,Autumn,Business,Chinos,Red
Women,Inverted Triangle,Summer,Party,Leggings,Black
Women,Triangle,Winter,Business,Sharara,White
Women,Inverted Triangle,Spring,Party,Leggings,Beige
Men,Rectangle,Summer,Casual,Jeans,Black
Women,Triangle,Summer,Party,Leggings,Brown
Men,Triangle,Winter,Ethnic,Track Pants,Grey
Men,Apple,Summer,Ethnic,Kurta Pajama,Beige
Women,Round,Spring,Casual,Sharara,Brown
Men,V-Shape,Winter,Business,Jeans,Blue
Women,Round,Autumn,Business,Leggings,Grey
Women,Inverted Triangle,Winter,Ethnic,Salwar,Purple
Women,Inverted Triangle,Summer,Party,Leggings,Navy Blue
Men,V-Shape,Spring,Party,Chinos,Red
Women,Round,Autumn,Casual,Jeans,Grey
Women,Hourglass,Winter,Ethnic,Skirt,Beige
Women,Round,Spring,Gym/Sport,Sharara,Purple
Women,Round,Spring,Business,Palazzo,Grey
Men,Rectangle,Summer,Party,Trousers,Beige
Women,Triangle,Autumn,Business,Jeans,Pink
Women,Hourglass,Autumn,Casual,Salwar,Pink
Women,Triangle,Winter,Party,Palazzo,Pink
Women,Triangle,Spring,Casual,Leggings,Blue
Women,Inverted Triangle,Autumn,Casual,Trousers,Grey
Women,Triangle,Spring,Gym/Sport,Leggings,Navy Blue
Men,Rectangle,Summer,Party,Kurta Pajama,Navy Blue
Men,V-Shape,Winter,Party,Trousers,Brown
Women,Hourglass,Autumn,Gym/Sport,Jeans,Brown
Women,Hourglass,Summer,Party,Jeans,Blue
Men,Rectangle,Summer,Party,Formal Pants,Brown
Women,Triangle,Autumn,Ethnic,Sharara,White
Women,Triangle,Winter,Casual,Palazzo,Blue
Women,Hourglass,Spring,Gym/Sport,Leggings,Purple
Men,V-Shape,Summer,Party,Track Pants,Beige
Men,V-Shape,Summer,Ethnic,Chinos,Brown
Men,V-Shape,Winter,Ethnic,Chinos,Grey
Women,Round,Spring,Gym/Sport,Trousers,Grey
Men,Rectangle,Autumn,Ethnic,Formal Pants,White
Men,Rectangle,Winter,Ethnic,Track Pants,Grey
Men,Apple,Autumn,Party,Track Pants,Olive
Women,Triangle,Winter,Business,Salwar,Pink
Men,Triangle,Autumn,Gym/Sport,Track Pants,Brown
Men,Rectangle,Spring,Party,Chinos,Beige
Women,Hourglass,Summer,Gym/Sport,Palazzo,Olive
Men,Triangle,Summer,Party,Kurta Pajama,Grey
Men,Apple,Summer,Ethnic,Trousers,White
Men,Rectangle,Summer,Party,Chinos,White
Women,Inverted Triangle,Spring,Gym/Sport,Leggings,Navy Blue
Men,Triangle,Autumn,Gym/Sport,Shorts,Black
Women,Inverted Triangle,Spring,Casual,Sharara,Red
Women,Triangle,Spring,Party,Jeans,Red
Men,Triangle,Autumn,Ethnic,Kurta Pajama,Purple
Women,Hourglass,Spring,Casual,Jeans,Pink
Women,Hourglass,Summer,Party,Sharara,Beige
Men,Triangle,Winter,Gym/Sport,Trousers,Pink
Men,Rectangle,Summer,Party,Shorts,Brown
Men,V-Shape,Spring,Ethnic,Shorts,Purple
Women,Hourglass,Winter,Party,Salwar,Purple
Women,Inverted Triangle,Autumn,Party,Sharara,Grey
Women,Rectangle,Spring,Casual,Leggings,Black
Women,Rectangle,Autumn,Party,Sharara,Brown
Men,Rectangle,Summer,Casual,Chinos,Black
Men,Rectangle,Winter,Gym/Sport,Shorts,Purple
Women,Hourglass,Summer,Casual,Skirt,Black
Women,Hourglass,Autumn,Party,Skirt,Olive
Men,Triangle,Summer,Party,Jeans,Brown
Women,Triangle,Autumn,Gym/Sport,Skirt,Grey
Women,Inverted Triangle,Summer,Party,Trousers,Purple
Women,Triangle,Spring,Casual,Leggings,Purple
Men,Rectangle,Summer,Casual,Jeans,Brown
Men,Rectangle,Spring,Business,Shorts,White
Women,Rectangle,Spring,Casual,Jeans,Olive
Women,Triangle,Autumn,Casual,Jeans,Blue
Women,Triangle,Spring,Gym/Sport,Salwar,Beige
Women,Round,Spring,Casual,Skirt,Red
Women,Rectangle,Autumn,Gym/Sport,Skirt,Olive
Men,Triangle,Autumn,Ethnic,Jeans,Black
Women,Inverted Triangle,Spring,Gym/Sport,Sharara,White
Men,Rectangle,Spring,Casual,Shorts,Pink
Women,Rectangle,Winter,Casual,Salwar,Red
Women,Hourglass,Summer,Party,Sharara,Beige
Women,Inverted Triangle,Summer,Party,Sharara,Blue
Women,Rectangle,Winter,Gym/Sport,Palazzo,Blue
Men,Rectangle,Summer,Ethnic,Formal Pants,Grey
Women,Rectangle,Winter,Ethnic,Sharara,Grey
Women,Rectangle,Winter,Casual,Sharara,Purple
Women,Triangle,Summer,Business,Palazzo,Navy Blue
Men,V-Shape,Winter,Business,Track Pants,Brown
Men,V-Shape,Autumn,Gym/Sport,Formal Pants,Brown
Men,V-Shape,Winter,Casual,Formal Pants,White
Men,Apple,Winter,Gym/Sport,Jeans,Red
Women,Hourglass,Spring,Ethnic,Salwar,Black
Men,Triangle,Summer,Gym/Sport,Shorts,Purple
Men,V-Shape,Summer,Ethnic,Trousers,Purple
Men,V-Shape,Spring,Party,Jeans,Black
Men,Triangle,Spring,Casual,Formal Pants,Navy Blue
Men,Triangle,Winter,Gym/Sport,Formal Pants,Pink
Men,V-Shape,Autumn,Gym/Sport,Trousers,Brown
Men,V-Shape,Spring,Gym/Sport,Kurta Pajama,Red
Women,Triangle,Autumn,Gym/Sport,Sharara,Beige
Women,Hourglass,Spring,Party,Trousers,Pink
Women,Inverted Triangle,Winter,Party,Palazzo,Grey
Men,Triangle,Autumn,Gym/Sport,Track Pants,Purple
Women,Round,Spring,Party,Leggings,Red
Men,V-Shape,Winter,Party,Kurta Pajama,Blue
Women,Inverted Triangle,Autumn,Business,Palazzo,Brown
Men,Rectangle,Winter,Gym/Sport,Formal Pants,Olive
Women,Hourglass,Winter,Ethnic,Jeans,Pink
Men,Rectangle,Winter,Business,Trousers,Purple
Women,Inverted Triangle,Autumn,Ethnic,Jeans,Beige
Men,Rectangle,Winter,Business,Trousers,Purple
Men,Apple,Winter,Gym/Sport,Jeans,Pink
Men,V-Shape,Winter,Casual,Formal Pants,Pink
Women,Round,Autumn,Gym/Sport,Sharara,Brown
Men,V-Shape,Spring,Gym/Sport,Shorts,Purple
Women,Inverted Triangle,Winter,Casual,Skirt,Purple
Women,Hourglass,Winter,Business,Leggings,Pink
Men,Rectangle,Summer,Gym/Sport,Kurta Pajama,Purple
Women,Inverted Triangle,Summer,Business,Jeans,Navy Blue
Women,Rectangle,Autumn,Ethnic,Sharara,Beige
Men,Triangle,Autumn,Ethnic,Trousers,Black
Men,Rectangle,Spring,Casual,Kurta Pajama,Red
Men,V-Shape,Spring,Gym/Sport,Track Pants,White
Men,V-Shape,Autumn,Casual,Shorts,Black
Men,Triangle,Autumn,Gym/Sport,Jeans,Olive
Men,Apple,Winter,Gym/Sport,Chinos,Olive
Men,Triangle,Winter,Casual,Kurta Pajama,Blue
Men,V-Shape,Summer,Casual,Trousers,Black
Men,V-Shape,Spring,Ethnic,Shorts,Red
Women,Round,Summer,Casual,Jeans,Black
Women,Inverted Triangle,Winter,Casual,Sharara,Pink
Women,Rectangle,Summer,Ethnic,Salwar,Black
Men,Rectangle,Winter,Gym/Sport,Formal Pants,Pink
Women,Round,Spring,Ethnic,Skirt,Blue
Men,Apple,Winter,Business,Formal Pants,Navy Blue
Men,Triangle,Summer,Business,Kurta Pajama,Red
Women,Hourglass,Summer,Gym/Sport,Sharara,Navy Blue
Men,Rectangle,Spring,Gym/Sport,Shorts,Navy Blue
Women,Rectangle,Spring,Gym/Sport,Sharara,White
Women,Hourglass,Spring,Casual,Leggings,Grey
Women,Rectangle,Summer,Party,Skirt,Blue
Women,Hourglass,Summer,Party,Sharara,Navy Blue
Men,Rectangle,Summer,Business,Shorts,Pink
Men,V-Shape,Autumn,Ethnic,Chinos,Beige
Women,Round,Winter,Ethnic,Salwar,Pink
Men,Apple,Spring,Business,Formal Pants,Navy Blue
Women,Inverted Triangle,Winter,Casual,Sharara,Pink
Men,V-Shape,Winter,Party,Formal Pants,Navy Blue
Women,Round,Winter,Ethnic,Trousers,Blue
Men,V-Shape,Summer,Ethnic,Track Pants,Olive
Men,Triangle,Spring,Casual,Jeans,Blue
Men,Apple,Spring,Gym/Sport,Track Pants,Brown
Women,Triangle,Winter,Casual,Sharara,Blue
Women,Inverted Triangle,Spring,Gym/Sport,Salwar,Pink
Women,Triangle,Summer,Gym/Sport,Salwar,Black
Men,Triangle,Winter,Party,Shorts,Red
Women,Rectangle,Autumn,Casual,Trousers,Grey
Women,Hourglass,Spring,Business,Sharara,Grey
Women,Inverted Triangle,Summer,Gym/Sport,Jeans,Navy Blue
Women,Inverted Triangle,Winter,Casual,Salwar,Olive
Women,Triangle,Spring,Ethnic,Salwar,Brown
Men,Rectangle,Winter,Party,Jeans,Navy Blue
Women,Hourglass,Summer,Gym/Sport,Trousers,Olive
Men,Triangle,Spring,Casual,Shorts,Pink
Women,Hourglass,Summer,Business,Palazzo,Olive
Men,V-Shape,Spring,Business,Chinos,Black
Men,Apple,Summer,Business,Jeans,White
Men,Apple,Summer,Business,Formal Pants,Navy Blue
Women,Hourglass,Autumn,Ethnic,Salwar,Brown
Women,Inverted Triangle,Autumn,Gym/Sport,Palazzo,White
Women,Rectangle,Winter,Business,Leggings,Navy Blue
Men,Rectangle,Summer,Casual,Trousers,White
Men,Apple,Spring,Gym/Sport,Jeans,Navy Blue
Women,Inverted Triangle,Winter,Casual,Sharara,Navy Blue
Men,Rectangle,Spring,Gym/Sport,Trousers,Navy Blue
Women,Round,Winter,Ethnic,Leggings,Blue
Men,Rectangle,Summer,Gym/Sport,Track Pants,Beige
Men,V-Shape,Winter,Gym/Sport,Shorts,Red
Men,Apple,Autumn,Casual,Chinos,Pink
Women,Hourglass,Autumn,Gym/Sport,Trousers,Blue
Women,Rectangle,Summer,Party,Leggings,Grey
Women,Triangle,Autumn,Gym/Sport,Trousers,Grey
Women,Hourglass,Autumn,Business,Sharara,Olive
Men,Apple,Autumn,Business,Kurta Pajama,Blue
Men,Rectangle,Winter,Casual,Track Pants,Olive
Women,Triangle,Summer,Party,Skirt,Beige
Women,Hourglass,Spring,Party,Leggings,White
Men,V-Shape,Summer,Casual,Chinos,Red
Men,V-Shape,Spring,Party,Chinos,Grey
Men,Triangle,Winter,Casual,Shorts,Olive
Women,Rectangle,Summer,Casual,Salwar,White
Men,Apple,Summer,Casual,Chinos,Pink
Men,Apple,Autumn,Party,Kurta Pajama,Black
Women,Inverted Triangle,Summer,Business,Sharara,Pink
Women,Inverted Triangle,Autumn,Ethnic,Sharara,Red
Men,Triangle,Autumn,Ethnic,Trousers,Beige
Men,V-Shape,Winter,Ethnic,Jeans,Blue
Women,Inverted Triangle,Winter,Party,Leggings,Grey
Women,Hourglass,Summer,Business,Jeans,Grey
Men,V-Shape,Summer,Party,Jeans,Purple
Women,Hourglass,Winter,Party,Palazzo,Pink
Men,V-Shape,Winter,Ethnic,Track Pants,White
Women,Triangle,Autumn,Party,Skirt,Navy Blue
Men,V-Shape,Winter,Casual,Trousers,Grey
Women,Round,Autumn,Business,Palazzo,Pink
Men,Triangle,Winter,Business,Trousers,Pink
Women,Hourglass,Spring,Business,Sharara,Olive
Men,Apple,Autumn,Party,Formal Pants,Olive
Women,Rectangle,Summer,Ethnic,Salwar,Grey
Women,Round,Winter,Ethnic,Palazzo,Red
Men,V-Shape,Winter,Gym/Sport,Chinos,Beige
Men,Triangle,Autumn,Ethnic,Kurta Pajama,Beige
Men,Triangle,Winter,Gym/Sport,Track Pants,Black
Women,Hourglass,Summer,Business,Jeans,Navy Blue
Men,Rectangle,Summer,Ethnic,Track Pants,White
Men,Apple,Spring,Casual,Jeans,Olive
Women,Hourglass,Summer,Party,Trousers,Red
Women,Inverted Triangle,Autumn,Business,Jeans,Purple
Women,Round,Autumn,Business,Skirt,Brown
Men,Triangle,Autumn,Casual,Shorts,Red
Women,Round,Summer,Business,Leggings,Grey
Women,Round,Winter,Ethnic,Palazzo,Blue
Men,Rectangle,Summer,Gym/Sport,Chinos,Black
Men,V-Shape,Autumn,Gym/Sport,Formal Pants,Navy Blue
Men,Apple,Winter,Party,Track Pants,Brown
Women,Hourglass,Summer,Ethnic,Skirt,Black
Women,Triangle,Winter,Ethnic,Skirt,Grey
Women,Hourglass,Autumn,Casual,Leggings,Brown
Men,Rectangle,Summer,Party,Track Pants,Grey
Women,Triangle,Spring,Casual,Palazzo,Navy Blue
Men,V-Shape,Summer,Ethnic,Chinos,Olive
Men,V-Shape,Winter,Ethnic,Track Pants,White
Men,V-Shape,Winter,Casual,Chinos,Pink
Men,Rectangle,Autumn,Gym/Sport,Track Pants,Black
Women,Inverted Triangle,Winter,Business,Leggings,White
Women,Round,Spring,Casual,Palazzo,Purple
Women,Hourglass,Summer,Casual,Palazzo,Blue
Men,Triangle,Autumn,Casual,Shorts,Beige
Men,Triangle,Spring,Ethnic,Trousers,Blue
Men,Triangle,Summer,Business,Chinos,Pink
Women,Hourglass,Autumn,Party,Leggings,Blue
Women,Rectangle,Spring,Business,Salwar,Red
Women,Triangle,Spring,Business,Palazzo,Navy Blue
Men,Apple,Autumn,Casual,Chinos,Navy Blue
Men,Triangle,Winter,Business,Track Pants,Pink
Women,Hourglass,Summer,Party,Sharara,Olive
Women,Rectangle,Summer,Gym/Sport,Sharara,Blue
Women,Triangle,Autumn,Business,Trousers,Pink
Women,Triangle,Summer,Business,Salwar,White
Women,Rectangle,Summer,Gym/Sport,Salwar,Brown
Women,Rectangle,Autumn,Ethnic,Leggings,Grey
Men,V-Shape,Spring,Gym/Sport,Kurta Pajama,Beige
Women,Hourglass,Spring,Business,Leggings,Beige
Women,Rectangle,Summer,Party,Sharara,Red
Men,V-Shape,Spring,Business,Shorts,Beige
Women,Triangle,Autumn,Ethnic,Jeans,White
Men,Triangle,Spring,Party,Track Pants,Olive
Men,V-Shape,Autumn,Party,Shorts,Grey
Men,Triangle,Autumn,Business,Formal Pants,Red
Men,V-Shape,Summer,Business,Formal Pants,Grey
Women,Inverted Triangle,Autumn,Business,Palazzo,Black
Men,Rectangle,Autumn,Business,Kurta Pajama,Red
Women,Round,Winter,Casual,Leggings,Blue
Men,Triangle,Winter,Gym/Sport,Track Pants,Purple
Men,Rectangle,Summer,Business,Jeans,Grey
Women,Triangle,Autumn,Gym/Sport,Leggings,White
Men,Rectangle,Spring,Ethnic,Formal Pants,Pink
Men,Triangle,Autumn,Business,Trousers,Pink
Women,Round,Autumn,Casual,Sharara,Red
Men,V-Shape,Winter,Business,Chinos,Black
Women,Rectangle,Spring,Party,Palazzo,Beige
Women,Triangle,Winter,Business,Sharara,Blue
Women,Round,Spring,Gym/Sport,Jeans,Black
Men,V-Shape,Spring,Ethnic,Shorts,White
Men,Triangle,Autumn,Casual,Jeans,White
Men,Apple,Autumn,Business,Jeans,Olive
Men,Triangle,Spring,Party,Jeans,Red
Men,Rectangle,Spring,Party,Jeans,Red
Women,Triangle,Autumn,Ethnic,Salwar,Brown
Men,V-Shape,Spring,Gym/Sport,Kurta Pajama,Olive
Men,V-Shape,Spring,Casual,Trousers,Purple
Men,Apple,Summer,Business,Shorts,Brown
Women,Hourglass,Spring,Party,Palazzo,Grey
Men,Rectangle,Spring,Ethnic,Jeans,Red
Women,Hourglass,Summer,Casual,Trousers,Red
Men,Apple,Summer,Ethnic,Chinos,Grey
Men,Triangle,Autumn,Gym/Sport,Track Pants,Blue
Women,Inverted Triangle,Spring,Casual,Palazzo,Navy Blue
Men,Rectangle,Spring,Party,Kurta Pajama,Purple
Men,Apple,Spring,Ethnic,Jeans,Navy Blue
Men,Triangle,Winter,Ethnic,Trousers,Brown
Women,Triangle,Spring,Business,Trousers,Olive
