gender,body_type,season,occasion,upper_cloth,color
Men,Triangle,Summer,Gym/Sport,Polo T-Shirt,White
Women,Round,Spring,Business,Jacket,Red
Men,V-Shape,Spring,Ethnic,Hoodie,Beige
Women,Round,Winter,Gym/Sport,Blouse,Pink
Men,Apple,Winter,Gym/Sport,Kurta,Pink
Men,V-Shape,Spring,Gym/Sport,Shirt,Beige
Men,Apple,Spring,Ethnic,Shirt,Red
Men,Apple,Summer,Party,Blazer,Purple
Women,Inverted Triangle,Autumn,Casual,Jacket,Red
Women,Hourglass,Winter,Casual,Shrug,Pink
Women,Round,Spring,Business,Jacket,Navy Blue
Women,Hourglass,Summer,Ethnic,Top,Blue
Women,Triangle,Summer,Gym/Sport,T-Shirt,Green
Men,V-Shape,Autumn,Gym/Sport,Kurta,Beige
Women,Rectangle,Autumn,Business,T-Shirt,Beige
Women,Triangle,Autumn,Casual,Crop Top,White
Men,Apple,Autumn,Party,Shirt,Yellow
Men,Rectangle,Spring,Casual,Blazer,Beige
Women,Inverted Triangle,Autumn,Business,Top,White
Women,Inverted Triangle,Autumn,Ethnic,Top,Navy Blue
Men,Apple,Winter,Party,Sweatshirt,Red
Men,Rectangle,Spring,Business,Kurta,Blue
Men,Rectangle,Winter,Casual,Kurta,Olive
Men,V-Shape,Spring,Party,Polo T-Shirt,Beige
Men,Triangle,Winter,Gym/Sport,Sweatshirt,Beige
Women,Round,Summer,Casual,Top,White
Women,Inverted Triangle,Summer,Ethnic,Top,Beige
Men,Triangle,Summer,Business,Kurta,Grey
Men,Apple,Spring,Gym/Sport,Jacket,White
Men,V-Shape,Summer,Party,Hoodie,White
Women,Inverted Triangle,Summer,Business,Crop Top,Navy Blue
Men,Rectangle,Autumn,Ethnic,Kurta,Pink
Men,Rectangle,Autumn,Casual,Polo T-Shirt,Beige
Women,Round,Summer,Party,Blouse,Purple
Women,Hourglass,Summer,Gym/Sport,Shrug,Olive
Women,Rectangle,Spring,Gym/Sport,Shrug,Purple
Men,Apple,Summer,Gym/Sport,T-Shirt,Purple
Women,Triangle,Summer,Casual,Crop Top,Navy Blue
Men,Triangle,Spring,Business,T-Shirt,Grey
Men,Apple,Autumn,Party,Hoodie,Yellow
Men,Apple,Autumn,Business,Shirt,Navy Blue
Women,Hourglass,Summer,Gym/Sport,Sweater,Grey
Women,Rectangle,Autumn,Party,Top,Blue
Men,Triangle,Spring,Party,Blazer,White
Women,Hourglass,Autumn,Ethnic,Jacket,Navy Blue
Men,V-Shape,Spring,Casual,Shirt,Beige
Men,Triangle,Autumn,Party,Hoodie,Olive
Women,Round,Summer,Party,Crop Top,White
Women,Rectangle,Spring,Gym/Sport,T-Shirt,Green
Men,Apple,Summer,Gym/Sport,Polo T-Shirt,Pink
Men,Rectangle,Spring,Ethnic,Kurta,Black
Women,Rectangle,Spring,Ethnic,Shrug,Grey
Women,Inverted Triangle,Summer,Casual,Jacket,Grey
Women,Inverted Triangle,Winter,Party,Kurti,Green
Men,V-Shape,Spring,Business,Shirt,Purple
Women,Rectangle,Spring,Ethnic,Jacket,Yellow
Women,Round,Summer,Business,Kurti,Yellow
Women,Inverted Triangle,Spring,Party,Jacket,Red
Men,Rectangle,Spring,Gym/Sport,Polo T-Shirt,Black
Women,Hourglass,Winter,Party,Kurti,Green
Women,Rectangle,Spring,Gym/Sport,Kurti,Green
Men,Rectangle,Spring,Party,Shirt,Grey
Men,V-Shape,Spring,Ethnic,Sweatshirt,Beige
Women,Triangle,Winter,Gym/Sport,Shrug,Yellow
Men,Rectangle,Spring,Ethnic,Sweatshirt,Yellow
Women,Round,Summer,Party,Crop Top,Grey
Women,Round,Autumn,Business,Shrug,Olive
Women,Hourglass,Spring,Gym/Sport,T-Shirt,Yellow
Women,Triangle,Summer,Party,Blouse,White
Women,Rectangle,Winter,Business,Shrug,Pink
Men,Triangle,Summer,Party,T-Shirt,Blue
Men,Triangle,Winter,Casual,Polo T-Shirt,Blue
Women,Triangle,Summer,Business,Top,White
Women,Triangle,Spring,Casual,T-Shirt,Red
Men,Apple,Summer,Party,Jacket,Black
Men,Rectangle,Winter,Gym/Sport,Polo T-Shirt,Yellow
Men,Rectangle,Spring,Ethnic,Polo T-Shirt,Pink
Women,Triangle,Summer,Party,T-Shirt,Red
Women,Triangle,Autumn,Casual,Blouse,Olive
Men,Triangle,Autumn,Business,Blazer,Red
Men,Apple,Spring,Casual,Sweatshirt,White
Men,Rectangle,Spring,Party,Kurta,Blue
Women,Triangle,Spring,Business,Crop Top,Grey
Women,Inverted Triangle,Summer,Casual,Sweater,Beige
Women,Rectangle,Autumn,Casual,Blouse,Purple
Women,Hourglass,Spring,Party,Top,Pink
Women,Inverted Triangle,Summer,Ethnic,Shrug,Olive
Women,Hourglass,Winter,Party,Kurti,Pink
Women,Round,Winter,Ethnic,Jacket,Yellow
Women,Inverted Triangle,Winter,Ethnic,Top,Grey
Women,Round,Autumn,Business,Top,Green
Women,Triangle,Winter,Business,Sweater,Grey
Women,Hourglass,Autumn,Casual,Sweater,Olive
Men,Apple,Autumn,Gym/Sport,Sweatshirt,White
Women,Inverted Triangle,Summer,Party,Blouse,Black
Men,Triangle,Summer,Party,Blazer,Grey
Women,Round,Spring,Gym/Sport,Crop Top,Yellow
Men,Rectangle,Spring,Business,Blazer,Red
Men,Apple,Winter,Ethnic,Jacket,Blue
Men,Rectangle,Winter,Gym/Sport,T-Shirt,Purple
Women,Rectangle,Summer,Gym/Sport,Jacket,Olive
Women,Round,Autumn,Gym/Sport,Sweater,Purple
Men,Triangle,Summer,Casual,Jacket,White
Men,V-Shape,Spring,Casual,Hoodie,Beige
Women,Hourglass,Autumn,Casual,Blouse,Yellow
Women,Triangle,Summer,Casual,Top,Black
Women,Triangle,Summer,Gym/Sport,T-Shirt,Navy Blue
Men,Apple,Autumn,Casual,Shirt,Navy Blue
Men,Triangle,Spring,Business,T-Shirt,Navy Blue
Women,Rectangle,Summer,Ethnic,Jacket,Blue
Men,Rectangle,Autumn,Business,Jacket,Green
Men,Triangle,Winter,Business,Polo T-Shirt,Blue
Women,Rectangle,Summer,Casual,Top,Navy Blue
Women,Inverted Triangle,Autumn,Gym/Sport,Kurti,Beige
Men,Rectangle,Winter,Ethnic,T-Shirt,Olive
Men,Apple,Autumn,Casual,Kurta,Purple
Men,Triangle,Summer,Business,T-Shirt,Yellow
Women,Hourglass,Winter,Ethnic,Top,Pink
Women,Round,Winter,Casual,Top,Red
Men,Rectangle,Winter,Casual,Hoodie,Grey
Women,Inverted Triangle,Spring,Business,Top,Black
Men,Rectangle,Summer,Casual,Blazer,Green
Women,Triangle,Autumn,Party,Jacket,Pink
Women,Round,Summer,Ethnic,T-Shirt,Navy Blue
Women,Rectangle,Autumn,Gym/Sport,Kurti,Purple
Women,Rectangle,Autumn,Casual,Shrug,Navy Blue
Men,V-Shape,Spring,Business,T-Shirt,Black
Men,V-Shape,Autumn,Casual,Kurta,White
Women,Rectangle,Autumn,Ethnic,Shrug,Pink
Men,Rectangle,Spring,Business,Polo T-Shirt,Blue
Men,V-Shape,Spring,Gym/Sport,T-Shirt,Purple
Men,Apple,Winter,Gym/Sport,Blazer,Red
Men,V-Shape,Winter,Gym/Sport,Kurta,Yellow
Women,Round,Spring,Party,Sweater,Red
Women,Round,Autumn,Casual,T-Shirt,Pink
Men,Triangle,Winter,Party,Sweatshirt,Red
Men,V-Shape,Winter,Business,T-Shirt,Purple
Women,Rectangle,Summer,Party,Blouse,Yellow
Men,Apple,Autumn,Gym/Sport,Polo T-Shirt,Red
Women,Round,Autumn,Business,Sweater,Olive
Women,Triangle,Spring,Ethnic,Blouse,Navy Blue
Women,Triangle,Spring,Ethnic,Sweater,Purple
Men,V-Shape,Spring,Gym/Sport,Kurta,Navy Blue
Men,Triangle,Autumn,Casual,Shirt,Green
Men,Triangle,Spring,Gym/Sport,Shirt,Beige
Women,Round,Winter,Casual,Jacket,Beige
Men,Triangle,Winter,Party,Jacket,Beige
Men,V-Shape,Spring,Casual,Shirt,Red
Women,Round,Autumn,Casual,Crop Top,Yellow
Men,Triangle,Spring,Casual,Kurta,Navy Blue
Men,Triangle,Autumn,Casual,Sweatshirt,Purple
Men,V-Shape,Spring,Casual,Jacket,Red
Women,Round,Summer,Casual,Crop Top,Navy Blue
Women,Hourglass,Winter,Ethnic,Shrug,Grey
Women,Inverted Triangle,Spring,Ethnic,Shrug,Olive
Men,V-Shape,Autumn,Party,T-Shirt,Green
Men,Apple,Winter,Business,Jacket,Purple
Women,Round,Autumn,Casual,Blouse,Purple
Men,Apple,Spring,Ethnic,T-Shirt,Black
Women,Round,Summer,Casual,Kurti,Beige
Women,Round,Autumn,Ethnic,T-Shirt,Black
Men,Triangle,Summer,Party,Jacket,Navy Blue
Men,Triangle,Autumn,Party,Hoodie,Black
Women,Hourglass,Summer,Ethnic,T-Shirt,Olive
Men,V-Shape,Spring,Party,Shirt,Blue
Men,Apple,Winter,Party,Blazer,White
Men,Triangle,Autumn,Business,Hoodie,Blue
Men,Rectangle,Spring,Casual,Polo T-Shirt,Pink
Women,Triangle,Summer,Casual,Crop Top,White
Men,V-Shape,Autumn,Ethnic,Hoodie,Purple
Women,Round,Winter,Business,Shrug,Navy Blue
Men,Triangle,Winter,Gym/Sport,Shirt,Navy Blue
Women,Hourglass,Autumn,Ethnic,Jacket,Navy Blue
Men,Rectangle,Winter,Business,Kurta,Pink
Women,Hourglass,Summer,Ethnic,Kurti,Pink
Women,Round,Autumn,Business,Top,White
Women,Triangle,Summer,Business,Blouse,Yellow
Men,Triangle,Winter,Gym/Sport,Blazer,White
Women,Inverted Triangle,Autumn,Ethnic,T-Shirt,Red
Men,V-Shape,Autumn,Ethnic,T-Shirt,Blue
Women,Inverted Triangle,Winter,Casual,Top,Grey
Men,V-Shape,Summer,Party,Hoodie,Blue
Men,Triangle,Summer,Party,Sweatshirt,Navy Blue
Men,V-Shape,Winter,Ethnic,Jacket,Grey
Women,Triangle,Summer,Gym/Sport,T-Shirt,Purple
Men,Apple,Summer,Gym/Sport,Sweatshirt,Blue
Men,Rectangle,Autumn,Business,T-Shirt,Olive
Men,Triangle,Autumn,Casual,Kurta,Grey
Men,Triangle,Summer,Ethnic,Polo T-Shirt,Blue
Women,Round,Autumn,Casual,Crop Top,Blue
Men,Apple,Spring,Gym/Sport,Sweatshirt,White
Women,Inverted Triangle,Winter,Gym/Sport,Top,Red
Men,Triangle,Autumn,Ethnic,Kurta,Pink
Women,Rectangle,Summer,Ethnic,T-Shirt,Purple
Women,Round,Spring,Casual,T-Shirt,White
Men,Rectangle,Summer,Casual,Shirt,Black
Women,Rectangle,Summer,Gym/Sport,Crop Top,Grey
Men,Triangle,Autumn,Ethnic,Shirt,Navy Blue
Women,Round,Summer,Party,Blouse,Yellow
Women,Rectangle,Spring,Casual,Shrug,Purple
Men,Apple,Winter,Ethnic,Kurta,Blue
Men,V-Shape,Summer,Gym/Sport,Kurta,Red
Men,Apple,Spring,Party,Sweatshirt,Beige
Men,Triangle,Summer,Casual,Blazer,Grey
Men,Rectangle,Summer,Business,Shirt,Navy Blue
Women,Triangle,Summer,Ethnic,Kurti,Navy Blue
Men,Triangle,Autumn,Party,Polo T-Shirt,Navy Blue
Women,Round,Spring,Ethnic,Top,Olive
Women,Hourglass,Spring,Business,Blouse,Green
Women,Inverted Triangle,Summer,Gym/Sport,Blouse,Red
Men,Apple,Autumn,Business,Polo T-Shirt,Navy Blue
Men,Triangle,Winter,Gym/Sport,T-Shirt,Purple
Men,V-Shape,Summer,Ethnic,Sweatshirt,Navy Blue
Women,Inverted Triangle,Summer,Gym/Sport,Blouse,Red
Women,Inverted Triangle,Spring,Business,Jacket,Grey
Men,Apple,Spring,Gym/Sport,T-Shirt,Red
Women,Rectangle,Autumn,Ethnic,Jacket,Yellow
Men,Rectangle,Summer,Gym/Sport,Kurta,Black
Women,Triangle,Spring,Ethnic,Shrug,Green
Men,Apple,Winter,Casual,Jacket,Green
Women,Inverted Triangle,Autumn,Casual,Kurti,Yellow
Men,Apple,Spring,Ethnic,Polo T-Shirt,Black
Men,Rectangle,Spring,Ethnic,Hoodie,Beige
Women,Hourglass,Autumn,Ethnic,Crop Top,Pink
Women,Round,Summer,Business,Shrug,Grey
Men,Triangle,Winter,Ethnic,Kurta,Blue
Women,Round,Spring,Casual,T-Shirt,Olive
Women,Round,Winter,Business,Blouse,Pink
Men,V-Shape,Winter,Party,Polo T-Shirt,Olive
Women,Rectangle,Summer,Party,Jacket,Yellow
Men,Rectangle,Summer,Gym/Sport,Hoodie,Grey
Women,Round,Winter,Ethnic,Top,Green
Men,V-Shape,Spring,Gym/Sport,Sweatshirt,Pink
Men,Rectangle,Winter,Business,Polo T-Shirt,Red
Women,Hourglass,Spring,Casual,Shrug,White
Women,Round,Winter,Business,Sweater,Navy Blue
Men,Rectangle,Spring,Ethnic,Shirt,Blue
Women,Hourglass,Autumn,Ethnic,Top,Beige
Men,Apple,Autumn,Ethnic,Polo T-Shirt,Navy Blue
Women,Triangle,Summer,Party,Sweater,Blue
Men,Triangle,Summer,Business,T-Shirt,White
Women,Triangle,Winter,Ethnic,Kurti,Grey
Men,V-Shape,Spring,Ethnic,Shirt,Pink
Men,Apple,Summer,Casual,Jacket,Red
Women,Rectangle,Winter,Casual,Top,Olive
Men,Triangle,Autumn,Business,Polo T-Shirt,Green
Women,Triangle,Autumn,Ethnic,Jacket,Navy Blue
Men,Triangle,Autumn,Ethnic,Blazer,Red
Men,Triangle,Winter,Business,Shirt,Blue
Women,Hourglass,Winter,Party,Kurti,Black
Men,Rectangle,Autumn,Party,Blazer,Blue
Women,Round,Summer,Party,Jacket,Green
Men,Rectangle,Summer,Ethnic,T-Shirt,Purple
Women,Round,Autumn,Gym/Sport,Blouse,Beige
Women,Rectangle,Spring,Business,Blouse,Olive
Men,V-Shape,Autumn,Party,T-Shirt,Beige
Men,Rectangle,Winter,Ethnic,Hoodie,Pink
Men,Triangle,Winter,Casual,Kurta,Black
Men,Rectangle,Summer,Ethnic,Jacket,Black
Men,V-Shape,Summer,Ethnic,Hoodie,Navy Blue
Men,Triangle,Autumn,Casual,Hoodie,Purple
Women,Triangle,Autumn,Business,Blouse,Yellow
Men,Rectangle,Summer,Ethnic,Sweatshirt,Pink
Women,Hourglass,Winter,Party,Blouse,Pink
Women,Triangle,Summer,Casual,Sweater,Red
Men,Rectangle,Summer,Casual,Kurta,Blue
Men,V-Shape,Winter,Business,Jacket,White
Women,Triangle,Summer,Ethnic,Jacket,Blue
Women,Triangle,Autumn,Ethnic,Blouse,Green
Men,Triangle,Winter,Ethnic,Hoodie,Olive
Women,Hourglass,Spring,Party,Sweater,Beige
Men,Rectangle,Spring,Business,Polo T-Shirt,Beige
Women,Inverted Triangle,Summer,Business,Jacket,Black
Men,V-Shape,Autumn,Gym/Sport,Jacket,Purple
Women,Round,Summer,Casual,T-Shirt,Red
Women,Round,Autumn,Casual,Shrug,Purple
Women,Round,Winter,Casual,Blouse,Olive
Men,Apple,Winter,Ethnic,Sweatshirt,Red
Women,Rectangle,Summer,Gym/Sport,T-Shirt,Beige
Women,Round,Winter,Party,Blouse,Beige
Women,Round,Winter,Gym/Sport,T-Shirt,Olive
Men,Rectangle,Autumn,Business,T-Shirt,White
Men,Apple,Spring,Gym/Sport,Sweatshirt,Olive
Women,Inverted Triangle,Autumn,Business,Shrug,Black
Women,Hourglass,Autumn,Party,Crop Top,Blue
Women,Triangle,Spring,Casual,Sweater,Olive
Men,V-Shape,Summer,Casual,Blazer,Beige
Men,Triangle,Spring,Business,Polo T-Shirt,Beige
Men,Triangle,Spring,Casual,Sweatshirt,Navy Blue
Men,Apple,Summer,Party,Polo T-Shirt,Blue
Men,Rectangle,Summer,Gym/Sport,Jacket,Olive
Women,Rectangle,Summer,Casual,Jacket,Navy Blue
Women,Hourglass,Winter,Gym/Sport,T-Shirt,Navy Blue
Men,Triangle,Autumn,Party,Sweatshirt,Beige
Men,Apple,Winter,Casual,Shirt,Olive
Women,Round,Autumn,Party,Kurti,Olive
Men,V-Shape,Winter,Party,Jacket,Yellow
Women,Triangle,Winter,Business,Jacket,Pink
Men,V-Shape,Autumn,Business,Polo T-Shirt,Purple
Men,Apple,Spring,Gym/Sport,Kurta,White
Men,Apple,Autumn,Gym/Sport,Polo T-Shirt,Blue
Men,Apple,Spring,Gym/Sport,Blazer,Green
Women,Inverted Triangle,Autumn,Casual,Top,Black
Women,Rectangle,Summer,Business,Top,Black
Men,Apple,Winter,Gym/Sport,Shirt,Grey
Women,Round,Summer,Gym/Sport,Sweater,Black
Men,Rectangle,Summer,Party,Hoodie,Olive
Men,Rectangle,Summer,Gym/Sport,Hoodie,Green
Women,Triangle,Autumn,Ethnic,T-Shirt,Beige
Women,Hourglass,Spring,Party,Crop Top,White
Women,Hourglass,Winter,Business,T-Shirt,Green
Men,Apple,Spring,Party,Kurta,Blue
Men,Apple,Winter,Casual,T-Shirt,White
Women,Round,Summer,Business,Jacket,Pink
Women,Hourglass,Winter,Gym/Sport,Crop Top,Purple
Men,Triangle,Winter,Casual,Blazer,Yellow
Women,Hourglass,Spring,Business,Shrug,Green
Women,Rectangle,Spring,Ethnic,Shrug,Blue
Men,Triangle,Winter,Party,T-Shirt,Yellow
Women,Round,Winter,Business,Sweater,White
Women,Inverted Triangle,Winter,Gym/Sport,T-Shirt,Navy Blue
Women,Round,Autumn,Business,Shrug,Black
Men,Triangle,Spring,Party,Jacket,Olive
Women,Round,Spring,Casual,Jacket,Black
Women,Triangle,Winter,Gym/Sport,Blouse,Purple
Women,Triangle,Autumn,Ethnic,Kurti,Olive
Women,Inverted Triangle,Winter,Casual,Kurti,Pink
Women,Triangle,Winter,Business,Shrug,Navy Blue
Men,Apple,Autumn,Ethnic,Sweatshirt,Grey
Women,Rectangle,Spring,Gym/Sport,Jacket,Green
Men,V-Shape,Summer,Casual,Hoodie,Grey
Men,Triangle,Autumn,Business,Kurta,Beige
Men,Apple,Spring,Casual,Sweatshirt,White
Women,Round,Autumn,Business,Top,Olive
Women,Round,Winter,Ethnic,Jacket,Black
Men,V-Shape,Summer,Ethnic,Kurta,Black
Men,Apple,Summer,Casual,Sweatshirt,Olive
Women,Hourglass,Summer,Ethnic,Top,Yellow
Men,Rectangle,Spring,Gym/Sport,T-Shirt,Beige
Women,Rectangle,Winter,Business,Jacket,Pink
Women,Inverted Triangle,Spring,Party,Sweater,Olive
Men,Apple,Winter,Casual,Kurta,White
Men,Rectangle,Spring,Gym/Sport,Sweatshirt,Grey
Men,Rectangle,Summer,Gym/Sport,Shirt,Olive
Women,Rectangle,Autumn,Gym/Sport,T-Shirt,Purple
Women,Triangle,Winter,Gym/Sport,Crop Top,Navy Blue
Women,Triangle,Winter,Business,Blouse,Beige
Men,V-Shape,Autumn,Business,Shirt,Pink
Men,Apple,Winter,Party,Kurta,Pink
Men,Apple,Summer,Ethnic,T-Shirt,Pink
Women,Round,Summer,Gym/Sport,Crop Top,Purple
Men,Apple,Autumn,Casual,Jacket,White
Men,Triangle,Autumn,Gym/Sport,Sweatshirt,Black
Women,Rectangle,Autumn,Business,Sweater,Purple
Women,Round,Summer,Party,Top,Blue
Men,Rectangle,Autumn,Ethnic,Blazer,Purple
Men,V-Shape,Spring,Gym/Sport,Kurta,Purple
Men,Rectangle,Summer,Party,Sweatshirt,Beige
Women,Rectangle,Winter,Party,Crop Top,Beige
Men,V-Shape,Autumn,Gym/Sport,Hoodie,White
Women,Triangle,Autumn,Gym/Sport,Jacket,Navy Blue
Women,Triangle,Summer,Gym/Sport,Kurti,Yellow
Women,Round,Autumn,Ethnic,Shrug,Pink
Men,Rectangle,Autumn,Casual,Blazer,White
Men,Triangle,Winter,Casual,Shirt,Blue
Men,Rectangle,Autumn,Business,Hoodie,Red
Men,V-Shape,Autumn,Business,Sweatshirt,Blue
Women,Hourglass,Summer,Gym/Sport,Jacket,Beige
Men,Triangle,Autumn,Ethnic,Sweatshirt,Black
Women,Rectangle,Summer,Ethnic,Crop Top,Yellow
Men,Apple,Spring,Business,Shirt,Grey
Women,Inverted Triangle,Spring,Ethnic,Top,Purple
Women,Round,Autumn,Party,Shrug,White
Men,Apple,Autumn,Gym/Sport,T-Shirt,Beige
Women,Rectangle,Spring,Party,Sweater,Grey
Men,Rectangle,Summer,Party,Jacket,Olive
Women,Triangle,Spring,Party,Kurti,Navy Blue
Men,Rectangle,Autumn,Gym/Sport,Jacket,Purple
Men,Apple,Autumn,Gym/Sport,T-Shirt,Beige
Women,Triangle,Winter,Ethnic,Shrug,Red
Women,Inverted Triangle,Autumn,Party,T-Shirt,Purple
Women,Hourglass,Summer,Party,Crop Top,Yellow
Women,Rectangle,Winter,Party,Blouse,Blue
Women,Round,Winter,Party,Top,Pink
Women,Round,Winter,Ethnic,Top,White
Women,Round,Summer,Gym/Sport,Kurti,Olive
Women,Round,Spring,Casual,Shrug,Blue
Women,Round,Autumn,Gym/Sport,Jacket,Pink
Women,Triangle,Autumn,Business,Shrug,Yellow
Men,Triangle,Summer,Gym/Sport,Jacket,Blue
Men,Apple,Spring,Casual,Hoodie,Pink
Men,Rectangle,Autumn,Gym/Sport,Polo T-Shirt,Red
Men,Triangle,Spring,Ethnic,Blazer,Navy Blue
Women,Round,Summer,Party,T-Shirt,Red
Women,Hourglass,Summer,Gym/Sport,Blouse,Yellow
Women,Rectangle,Autumn,Gym/Sport,Kurti,Blue
Men,V-Shape,Spring,Casual,T-Shirt,Yellow
Women,Hourglass,Winter,Business,Jacket,Blue
Women,Inverted Triangle,Winter,Party,Jacket,Navy Blue
Men,Triangle,Autumn,Casual,Kurta,Blue
Women,Hourglass,Spring,Gym/Sport,Top,Grey
Men,Apple,Autumn,Business,Kurta,Red
Women,Inverted Triangle,Autumn,Gym/Sport,Shrug,Yellow
Women,Round,Summer,Business,Crop Top,Grey
Women,Round,Spring,Business,Shrug,Navy Blue
Women,Rectangle,Autumn,Gym/Sport,Crop Top,Red
Men,V-Shape,Summer,Business,T-Shirt,Purple
Women,Rectangle,Summer,Business,Shrug,Olive
Women,Hourglass,Autumn,Gym/Sport,Crop Top,Green
Men,Rectangle,Summer,Business,T-Shirt,White
Men,Triangle,Winter,Ethnic,T-Shirt,Purple
Men,Rectangle,Winter,Casual,Shirt,Olive
Women,Inverted Triangle,Spring,Casual,Jacket,Grey
Women,Hourglass,Autumn,Gym/Sport,Jacket,Grey
Women,Inverted Triangle,Winter,Business,Shrug,Pink
Men,Triangle,Winter,Gym/Sport,Blazer,Beige
Women,Inverted Triangle,Autumn,Gym/Sport,T-Shirt,Blue
Men,Triangle,Spring,Business,Blazer,Pink
Women,Round,Autumn,Gym/Sport,Top,Purple
Women,Triangle,Spring,Business,Kurti,Purple
Men,Triangle,Autumn,Gym/Sport,Blazer,Pink
Women,Hourglass,Summer,Casual,Shrug,Red
Men,Apple,Spring,Ethnic,Jacket,Pink
Men,Rectangle,Summer,Casual,Shirt,Blue
Men,Triangle,Summer,Party,Jacket,Purple
Women,Inverted Triangle,Spring,Gym/Sport,T-Shirt,Navy Blue
Men,Rectangle,Summer,Ethnic,Sweatshirt,Pink
Women,Rectangle,Autumn,Party,Top,Black
Men,Apple,Winter,Business,Polo T-Shirt,Yellow
Men,Rectangle,Winter,Gym/Sport,Sweatshirt,Green
Men,Triangle,Summer,Casual,Kurta,Purple
Men,Apple,Summer,Business,Polo T-Shirt,Green
Men,Triangle,Winter,Party,Kurta,Olive
Women,Inverted Triangle,Winter,Casual,Kurti,Green
Women,Triangle,Spring,Gym/Sport,Blouse,Beige
Women,Hourglass,Spring,Casual,T-Shirt,Beige
Men,Apple,Summer,Gym/Sport,Blazer,Navy Blue
Men,Apple,Winter,Business,Polo T-Shirt,Yellow
Women,Inverted Triangle,Summer,Party,Crop Top,White
Men,Apple,Summer,Party,Polo T-Shirt,Grey
Men,Rectangle,Winter,Casual,Shirt,Pink
Men,Apple,Summer,Ethnic,Sweatshirt,Yellow
Women,Hourglass,Winter,Business,Jacket,White
Men,Rectangle,Summer,Party,Blazer,Red
Men,Apple,Winter,Party,Hoodie,Navy Blue
Men,Triangle,Summer,Gym/Sport,Sweatshirt,Blue
Men,V-Shape,Summer,Gym/Sport,Sweatshirt,Pink
Men,V-Shape,Winter,Party,Kurta,Red
Men,Rectangle,Winter,Ethnic,T-Shirt,Yellow
Men,V-Shape,Winter,Ethnic,Sweatshirt,Green
Women,Inverted Triangle,Winter,Party,T-Shirt,Black
Women,Rectangle,Summer,Party,Top,White
Men,Apple,Winter,Party,Blazer,Black
Men,Rectangle,Winter,Casual,Polo T-Shirt,Beige
Men,Rectangle,Spring,Casual,T-Shirt,Navy Blue
Women,Triangle,Autumn,Gym/Sport,T-Shirt,Black
Men,Triangle,Spring,Gym/Sport,Sweatshirt,Green
Men,Triangle,Summer,Business,Jacket,Pink
Men,Triangle,Summer,Gym/Sport,Hoodie,Purple
Men,Rectangle,Winter,Business,Sweatshirt,Black
Men,Triangle,Spring,Business,Shirt,White
Men,Apple,Winter,Ethnic,Jacket,Beige
Women,Round,Autumn,Gym/Sport,Kurti,Beige
Men,Rectangle,Autumn,Business,Kurta,Red
Men,Triangle,Autumn,Ethnic,Hoodie,Beige
Men,Rectangle,Autumn,Casual,T-Shirt,Blue
Women,Inverted Triangle,Winter,Party,Shrug,White
Women,Rectangle,Autumn,Casual,Jacket,Yellow
Women,Rectangle,Spring,Party,Jacket,Pink
Men,Rectangle,Autumn,Gym/Sport,Blazer,Blue
Men,V-Shape,Summer,Ethnic,Hoodie,Navy Blue
Men,Triangle,Spring,Casual,T-Shirt,Red
Men,Rectangle,Autumn,Gym/Sport,Kurta,White
Men,Triangle,Spring,Casual,Jacket,Red
Women,Round,Winter,Ethnic,Jacket,Navy Blue
Women,Hourglass,Spring,Gym/Sport,Shrug,Olive
Men,Apple,Summer,Ethnic,Jacket,Purple
Men,V-Shape,Spring,Party,Shirt,Grey
Men,Rectangle,Summer,Gym/Sport,Blazer,Pink
Men,Rectangle,Spring,Ethnic,Hoodie,Blue
Men,Rectangle,Spring,Party,Kurta,Red
Women,Rectangle,Autumn,Business,Shrug,Blue
Men,Triangle,Winter,Business,Sweatshirt,Beige
Men,V-Shape,Winter,Gym/Sport,Sweatshirt,Navy Blue
Women,Triangle,Summer,Party,Jacket,Grey
Men,Apple,Winter,Business,Hoodie,Blue
Men,Apple,Autumn,Business,Blazer,Black
Women,Rectangle,Autumn,Casual,Crop Top,Black
Men,Rectangle,Autumn,Gym/Sport,Polo T-Shirt,Beige
Men,V-Shape,Winter,Ethnic,Kurta,Grey
Women,Triangle,Spring,Gym/Sport,Jacket,Beige
Men,Triangle,Autumn,Casual,Shirt,Pink
Men,Triangle,Summer,Casual,Polo T-Shirt,Beige
Women,Hourglass,Winter,Casual,Jacket,Grey
Women,Rectangle,Winter,Gym/Sport,T-Shirt,Blue
Women,Rectangle,Winter,Casual,Sweater,Green
Women,Triangle,Spring,Gym/Sport,T-Shirt,Pink
Men,Triangle,Spring,Casual,Shirt,Olive
Women,Inverted Triangle,Summer,Party,Blouse,Green
Men,Apple,Spring,Party,Shirt,Red
Men,Rectangle,Summer,Party,Jacket,Black
Men,Apple,Spring,Party,Sweatshirt,Purple
Men,Triangle,Summer,Casual,Kurta,Navy Blue
Women,Hourglass,Autumn,Ethnic,Top,Purple
Women,Hourglass,Winter,Gym/Sport,Sweater,Olive
Men,Rectangle,Autumn,Party,Sweatshirt,Navy Blue
Men,Apple,Winter,Casual,Sweatshirt,Pink
Women,Inverted Triangle,Winter,Gym/Sport,Sweater,Yellow
Women,Inverted Triangle,Summer,Party,Jacket,Yellow
Women,Inverted Triangle,Spring,Casual,Jacket,Yellow
Men,V-Shape,Spring,Business,Hoodie,Beige
