gender,body_type,season,occasion,accessories
Men,V-Shape,Spring,Business,Sneakers
Women,Inverted Triangle,Winter,Ethnic,Earrings
Men,Rectangle,Spring,Casual,Tie
Women,Round,Spring,Party,Scarf
Women,Rectangle,Autumn,Party,Belt
Men,Apple,Spring,Business,Watch
Women,Triangle,Spring,Party,Watch
Women,Round,Winter,Casual,Watch
Men,V-Shape,Winter,Ethnic,Cap
Men,Rectangle,Winter,Casual,Sneakers
Men,Apple,Summer,Ethnic,Sneakers
Women,Inverted Triangle,Summer,Business,Handbag
Women,Round,Autumn,Gym/Sport,Heels
Men,Apple,Summer,Business,Cufflinks
Men,Apple,Summer,Party,Cufflinks
Women,Hourglass,Winter,Party,Clutch
Women,Hourglass,Summer,Gym/Sport,Scarf
Women,Rectangle,Spring,Ethnic,Belt
Women,Triangle,Summer,Party,Watch
Women,Triangle,Winter,Casual,Clutch
Women,Hourglass,Winter,Party,Belt
Women,Hourglass,Summer,Casual,Heels
Men,Apple,Spring,Business,Leather Shoes
Women,Inverted Triangle,Autumn,Casual,Scarf
Women,Inverted Triangle,Autumn,Ethnic,Heels
Women,Hourglass,Spring,Ethnic,Scarf
Women,Triangle,Autumn,Business,Earrings
Women,Triangle,Winter,Business,Earrings
Men,Rectangle,Winter,Ethnic,Sneakers
Men,Apple,Spring,Party,Cap
Women,Rectangle,Summer,Ethnic,Scarf
Men,Triangle,Spring,Party,Cap
Men,Apple,Autumn,Gym/Sport,Cap
Women,Triangle,Spring,Party,Heels
Men,V-Shape,Winter,Casual,Sneakers
Men,Rectangle,Summer,Party,Sneakers
Women,Round,Summer,Ethnic,Scarf
Women,Hourglass,Summer,Business,Watch
Women,Inverted Triangle,Autumn,Casual,Earrings
Men,Triangle,Winter,Ethnic,Leather Shoes
Men,Triangle,Autumn,Business,Watch
Women,Hourglass,Summer,Gym/Sport,Scarf
Women,Inverted Triangle,Winter,Casual,Watch
Women,Hourglass,Winter,Gym/Sport,Scarf
Men,V-Shape,Winter,Casual,Tie
Men,Rectangle,Autumn,Business,Sneakers
Women,Rectangle,Summer,Business,Scarf
Women,Rectangle,Summer,Business,Watch
Men,V-Shape,Winter,Gym/Sport,Sneakers
Men,V-Shape,Winter,Casual,Cap
Men,Apple,Summer,Business,Tie
Men,Triangle,Winter,Casual,Sneakers
Women,Inverted Triangle,Autumn,Business,Belt
Women,Inverted Triangle,Winter,Party,Handbag
Men,Triangle,Winter,Party,Sneakers
Women,Rectangle,Summer,Ethnic,Belt
Women,Inverted Triangle,Summer,Gym/Sport,Clutch
Men,Triangle,Autumn,Gym/Sport,Watch
Women,Triangle,Summer,Party,Scarf
Men,Triangle,Spring,Business,Leather Shoes
Men,V-Shape,Autumn,Gym/Sport,Sneakers
Men,V-Shape,Spring,Gym/Sport,Sneakers
Women,Hourglass,Spring,Casual,Heels
Men,V-Shape,Summer,Ethnic,Sneakers
Men,Apple,Summer,Party,Sneakers
Men,Triangle,Summer,Ethnic,Sneakers
Women,Round,Autumn,Party,Clutch
Men,V-Shape,Winter,Casual,Watch
Men,Triangle,Summer,Ethnic,Cap
Women,Hourglass,Winter,Party,Belt
Women,Round,Winter,Business,Handbag
Women,Rectangle,Spring,Party,Clutch
Men,Rectangle,Winter,Business,Leather Shoes
Men,Rectangle,Winter,Business,Cufflinks
Men,V-Shape,Summer,Gym/Sport,Cufflinks
Women,Hourglass,Winter,Business,Heels
Men,V-Shape,Winter,Party,Watch
Women,Triangle,Summer,Gym/Sport,Scarf
Women,Triangle,Spring,Ethnic,Belt
Women,Triangle,Autumn,Gym/Sport,Handbag
Women,Hourglass,Spring,Casual,Belt
Men,Apple,Winter,Casual,Cufflinks
Women,Triangle,Spring,Party,Belt
Men,Apple,Winter,Business,Sneakers
Men,Apple,Spring,Business,Sneakers
Women,Triangle,Winter,Gym/Sport,Watch
Women,Hourglass,Winter,Gym/Sport,Earrings
Women,Round,Spring,Business,Clutch
Men,V-Shape,Summer,Business,Tie
Men,V-Shape,Autumn,Casual,Cufflinks
Women,Rectangle,Spring,Business,Earrings
Men,Apple,Summer,Ethnic,Cufflinks
Men,V-Shape,Autumn,Ethnic,Cap
Men,V-Shape,Winter,Business,Tie
Men,Rectangle,Summer,Ethnic,Cufflinks
Women,Hourglass,Autumn,Casual,Heels
Men,Apple,Winter,Casual,Sneakers
Men,Rectangle,Autumn,Business,Sneakers
Women,Round,Spring,Business,Belt
Women,Hourglass,Summer,Party,Clutch
Men,Rectangle,Spring,Business,Cap
Men,V-Shape,Spring,Business,Sneakers
Men,Rectangle,Spring,Party,Cufflinks
Men,Triangle,Summer,Casual,Cap
Men,Triangle,Summer,Casual,Cufflinks
Men,Triangle,Spring,Party,Cufflinks
Women,Hourglass,Summer,Party,Heels
Men,Apple,Spring,Ethnic,Leather Shoes
Men,Rectangle,Winter,Business,Cap
Women,Rectangle,Spring,Business,Handbag
Men,Rectangle,Spring,Gym/Sport,Leather Shoes
Women,Triangle,Summer,Ethnic,Heels
Men,Rectangle,Spring,Gym/Sport,Leather Shoes
Men,Apple,Spring,Casual,Sneakers
Men,Rectangle,Winter,Casual,Watch
Men,V-Shape,Winter,Gym/Sport,Watch
Women,Round,Spring,Party,Watch
Women,Round,Spring,Gym/Sport,Handbag
Women,Hourglass,Summer,Business,Earrings
Women,Rectangle,Spring,Business,Clutch
Men,Triangle,Spring,Casual,Sneakers
Women,Round,Summer,Casual,Handbag
Men,Rectangle,Summer,Party,Sneakers
Men,Rectangle,Summer,Ethnic,Sneakers
Men,Rectangle,Summer,Gym/Sport,Cap
Women,Inverted Triangle,Summer,Ethnic,Earrings
Women,Round,Spring,Party,Clutch
Men,Apple,Spring,Business,Leather Shoes
Women,Triangle,Summer,Ethnic,Heels
Men,Apple,Spring,Party,Cap
Women,Triangle,Spring,Casual,Watch
Men,Apple,Spring,Casual,Watch
Women,Inverted Triangle,Winter,Business,Belt
Women,Round,Summer,Gym/Sport,Watch
Women,Triangle,Spring,Casual,Belt
Women,Round,Summer,Business,Clutch
Men,Rectangle,Spring,Business,Tie
Women,Triangle,Spring,Business,Belt
Women,Inverted Triangle,Autumn,Gym/Sport,Scarf
Women,Round,Spring,Ethnic,Clutch
Men,Apple,Winter,Gym/Sport,Cufflinks
Women,Triangle,Summer,Ethnic,Earrings
Women,Rectangle,Autumn,Gym/Sport,Watch
Women,Inverted Triangle,Summer,Ethnic,Clutch
Men,Apple,Autumn,Casual,Cufflinks
Men,Rectangle,Spring,Party,Cap
Men,Triangle,Summer,Casual,Tie
Women,Inverted Triangle,Summer,Ethnic,Heels
Women,Triangle,Winter,Ethnic,Earrings
Men,Triangle,Spring,Ethnic,Leather Shoes
Men,V-Shape,Autumn,Gym/Sport,Cap
Women,Rectangle,Spring,Casual,Handbag
Men,Apple,Winter,Casual,Tie
Women,Round,Winter,Party,Watch
Women,Inverted Triangle,Autumn,Casual,Handbag
Women,Hourglass,Winter,Ethnic,Earrings
Men,Apple,Winter,Ethnic,Leather Shoes
Women,Round,Spring,Ethnic,Watch
Men,Apple,Autumn,Gym/Sport,Cufflinks
Women,Hourglass,Summer,Party,Earrings
Women,Hourglass,Autumn,Ethnic,Handbag
Women,Inverted Triangle,Spring,Party,Earrings
Women,Rectangle,Summer,Ethnic,Clutch
Men,V-Shape,Winter,Ethnic,Cufflinks
Men,Rectangle,Spring,Business,Leather Shoes
Women,Triangle,Summer,Party,Earrings
Women,Round,Winter,Party,Watch
Men,Rectangle,Spring,Business,Tie
Women,Inverted Triangle,Autumn,Casual,Watch
Women,Hourglass,Autumn,Business,Heels
Women,Triangle,Summer,Party,Scarf
Men,Triangle,Winter,Party,Sneakers
Women,Inverted Triangle,Summer,Gym/Sport,Handbag
Women,Inverted Triangle,Spring,Party,Handbag
Men,Apple,Winter,Ethnic,Sneakers
Men,Triangle,Summer,Gym/Sport,Watch
Men,Rectangle,Summer,Party,Tie
Men,Rectangle,Autumn,Ethnic,Leather Shoes
Women,Hourglass,Summer,Ethnic,Earrings
Women,Round,Winter,Business,Handbag
Women,Inverted Triangle,Spring,Ethnic,Earrings
Women,Round,Autumn,Gym/Sport,Handbag
Men,Triangle,Autumn,Casual,Watch
Women,Rectangle,Spring,Casual,Handbag
Men,Rectangle,Summer,Business,Cufflinks
Women,Triangle,Spring,Business,Clutch
Women,Round,Spring,Party,Heels
Men,Rectangle,Winter,Party,Watch
Men,Apple,Spring,Business,Tie
Women,Round,Autumn,Ethnic,Watch
Women,Hourglass,Summer,Gym/Sport,Earrings
Women,Hourglass,Autumn,Party,Handbag
Men,Rectangle,Winter,Party,Cap
Women,Round,Winter,Party,Handbag
Women,Rectangle,Autumn,Ethnic,Belt
Women,Triangle,Autumn,Casual,Watch
Women,Inverted Triangle,Autumn,Gym/Sport,Handbag
Men,V-Shape,Summer,Party,Tie
Men,Rectangle,Spring,Ethnic,Leather Shoes
Women,Round,Summer,Business,Watch
Men,Rectangle,Autumn,Ethnic,Sneakers
Women,Rectangle,Summer,Business,Handbag
Women,Inverted Triangle,Summer,Gym/Sport,Handbag
Women,Round,Winter,Ethnic,Heels
Women,Triangle,Summer,Casual,Earrings
Men,Triangle,Summer,Ethnic,Tie
Women,Inverted Triangle,Autumn,Gym/Sport,Earrings
Men,V-Shape,Winter,Gym/Sport,Tie
Women,Hourglass,Spring,Party,Heels
Women,Triangle,Spring,Gym/Sport,Handbag
Women,Inverted Triangle,Autumn,Gym/Sport,Handbag
Men,V-Shape,Spring,Ethnic,Sneakers
Men,Rectangle,Spring,Casual,Sneakers
Women,Hourglass,Winter,Business,Scarf
Women,Triangle,Winter,Ethnic,Handbag
Men,Rectangle,Autumn,Casual,Cufflinks
Men,Rectangle,Autumn,Business,Watch
Men,Rectangle,Autumn,Gym/Sport,Leather Shoes
Men,Apple,Summer,Business,Leather Shoes
Women,Hourglass,Autumn,Ethnic,Handbag
Women,Inverted Triangle,Autumn,Casual,Handbag
Men,Triangle,Spring,Gym/Sport,Tie
Women,Hourglass,Spring,Gym/Sport,Scarf
Men,Rectangle,Spring,Gym/Sport,Sneakers
Women,Triangle,Winter,Gym/Sport,Earrings
Women,Round,Summer,Casual,Watch
Men,Apple,Autumn,Gym/Sport,Watch
Men,Apple,Spring,Casual,Leather Shoes
Men,Rectangle,Summer,Party,Cap
Women,Inverted Triangle,Spring,Business,Scarf
Women,Round,Winter,Gym/Sport,Belt
Women,Rectangle,Autumn,Gym/Sport,Earrings
Women,Triangle,Summer,Casual,Handbag
Men,V-Shape,Summer,Gym/Sport,Leather Shoes
Women,Hourglass,Summer,Casual,Watch
Men,Triangle,Winter,Gym/Sport,Cufflinks
Men,V-Shape,Winter,Ethnic,Cap
Men,Triangle,Autumn,Gym/Sport,Watch
Men,Rectangle,Summer,Party,Watch
Men,Rectangle,Autumn,Gym/Sport,Tie
Women,Inverted Triangle,Summer,Ethnic,Watch
Men,Apple,Summer,Ethnic,Tie
Women,Round,Summer,Business,Earrings
Men,Apple,Spring,Business,Cap
Women,Triangle,Winter,Ethnic,Earrings
Men,V-Shape,Spring,Ethnic,Leather Shoes
Men,Triangle,Winter,Casual,Tie
Women,Inverted Triangle,Spring,Casual,Watch
Men,V-Shape,Autumn,Gym/Sport,Watch
Women,Round,Summer,Gym/Sport,Heels
Men,Triangle,Spring,Gym/Sport,Sneakers
Women,Round,Spring,Business,Handbag
Women,Round,Summer,Business,Scarf
Men,Rectangle,Spring,Gym/Sport,Watch
Men,V-Shape,Spring,Gym/Sport,Cap
Women,Rectangle,Winter,Party,Clutch
Women,Triangle,Winter,Casual,Heels
Men,V-Shape,Winter,Party,Tie
Women,Round,Spring,Casual,Heels
Women,Rectangle,Summer,Business,Belt
Men,V-Shape,Autumn,Party,Watch
Men,V-Shape,Autumn,Business,Tie
Women,Inverted Triangle,Spring,Party,Handbag
Women,Inverted Triangle,Summer,Business,Earrings
Men,Rectangle,Spring,Casual,Tie
Women,Round,Autumn,Business,Clutch
Men,Apple,Winter,Ethnic,Cap
Men,V-Shape,Winter,Party,Leather Shoes
Women,Hourglass,Winter,Casual,Belt
Men,Triangle,Summer,Casual,Cufflinks
Men,V-Shape,Spring,Casual,Cufflinks
Men,Rectangle,Spring,Ethnic,Watch
Women,Rectangle,Summer,Casual,Belt
Men,Triangle,Spring,Gym/Sport,Watch
Women,Inverted Triangle,Spring,Gym/Sport,Scarf
Women,Hourglass,Spring,Ethnic,Handbag
Women,Hourglass,Summer,Business,Scarf
Women,Round,Winter,Gym/Sport,Scarf
Men,Triangle,Summer,Casual,Cufflinks
Men,V-Shape,Spring,Gym/Sport,Cap
Men,Apple,Winter,Party,Watch
Women,Rectangle,Winter,Business,Heels
Men,Apple,Spring,Ethnic,Sneakers
Women,Round,Winter,Ethnic,Heels
Women,Triangle,Autumn,Party,Handbag
Men,V-Shape,Autumn,Business,Cap
Women,Triangle,Winter,Gym/Sport,Scarf
Women,Inverted Triangle,Winter,Business,Belt
Women,Triangle,Spring,Gym/Sport,Clutch
Men,V-Shape,Winter,Gym/Sport,Cap
Men,V-Shape,Winter,Ethnic,Cap
Men,V-Shape,Winter,Ethnic,Tie
Women,Round,Summer,Ethnic,Handbag
Men,Rectangle,Summer,Casual,Watch
Women,Rectangle,Summer,Gym/Sport,Watch
Women,Rectangle,Spring,Ethnic,Clutch
Women,Round,Spring,Ethnic,Watch
Women,Hourglass,Summer,Casual,Heels
Men,Triangle,Spring,Party,Cufflinks
Men,Rectangle,Winter,Gym/Sport,Leather Shoes
Men,Triangle,Summer,Gym/Sport,Leather Shoes
Women,Triangle,Spring,Gym/Sport,Clutch
Women,Rectangle,Summer,Business,Earrings
Men,Triangle,Spring,Casual,Leather Shoes
Men,V-Shape,Autumn,Business,Cap
Women,Inverted Triangle,Autumn,Casual,Earrings
Women,Triangle,Autumn,Business,Scarf
Men,Rectangle,Summer,Casual,Sneakers
Women,Rectangle,Winter,Casual,Handbag
Women,Inverted Triangle,Winter,Casual,Watch
Women,Rectangle,Spring,Business,Scarf
Women,Rectangle,Winter,Gym/Sport,Handbag
Men,V-Shape,Summer,Business,Cap
Men,Triangle,Autumn,Party,Watch
Men,Apple,Summer,Gym/Sport,Cufflinks
Men,Apple,Summer,Ethnic,Sneakers
Women,Rectangle,Winter,Party,Scarf
Men,Apple,Winter,Casual,Watch
Men,V-Shape,Winter,Gym/Sport,Cap
Men,V-Shape,Summer,Gym/Sport,Watch
Women,Rectangle,Autumn,Casual,Clutch
Women,Inverted Triangle,Summer,Casual,Earrings
Men,Rectangle,Spring,Ethnic,Cufflinks
Men,Triangle,Winter,Business,Cufflinks
Men,Triangle,Winter,Casual,Tie
Men,V-Shape,Spring,Party,Cufflinks
Men,Triangle,Spring,Business,Watch
Women,Rectangle,Winter,Party,Handbag
Men,Triangle,Spring,Party,Cufflinks
Men,Rectangle,Autumn,Business,Watch
Men,Apple,Spring,Party,Cufflinks
Men,Triangle,Summer,Business,Watch
Women,Inverted Triangle,Autumn,Business,Heels
Men,Apple,Summer,Party,Watch
Men,Apple,Spring,Ethnic,Tie
Women,Rectangle,Summer,Casual,Clutch
Women,Hourglass,Winter,Business,Watch
Men,Apple,Autumn,Business,Cap
Women,Inverted Triangle,Spring,Party,Heels
Men,Apple,Spring,Ethnic,Cap
Men,V-Shape,Spring,Ethnic,Tie
Women,Triangle,Spring,Gym/Sport,Clutch
Women,Rectangle,Autumn,Casual,Earrings
Men,Apple,Spring,Ethnic,Tie
Women,Hourglass,Winter,Gym/Sport,Watch
Women,Rectangle,Spring,Ethnic,Handbag
Women,Round,Summer,Party,Earrings
Men,Rectangle,Winter,Gym/Sport,Leather Shoes
Men,Apple,Spring,Gym/Sport,Sneakers
Men,Rectangle,Spring,Gym/Sport,Cufflinks
Women,Triangle,Winter,Business,Scarf
Women,Triangle,Spring,Casual,Earrings
Women,Rectangle,Winter,Casual,Handbag
Women,Round,Spring,Business,Earrings
Women,Round,Autumn,Gym/Sport,Heels
Men,V-Shape,Spring,Gym/Sport,Leather Shoes
Men,Rectangle,Winter,Casual,Tie
Men,Rectangle,Summer,Ethnic,Tie
Women,Round,Winter,Casual,Belt
Women,Hourglass,Autumn,Gym/Sport,Scarf
Women,Inverted Triangle,Autumn,Party,Handbag
Men,Apple,Winter,Gym/Sport,Cap
Women,Inverted Triangle,Spring,Party,Earrings
Women,Triangle,Winter,Casual,Heels
Women,Triangle,Autumn,Gym/Sport,Watch
Men,Apple,Winter,Party,Tie
Women,Rectangle,Winter,Ethnic,Handbag
Men,Triangle,Summer,Business,Leather Shoes
Men,V-Shape,Spring,Business,Sneakers
Women,Hourglass,Summer,Party,Handbag
Women,Inverted Triangle,Winter,Ethnic,Belt
Men,Rectangle,Winter,Casual,Watch
Women,Round,Summer,Party,Scarf
Women,Rectangle,Winter,Gym/Sport,Heels
Men,V-Shape,Spring,Business,Tie
Women,Triangle,Summer,Business,Clutch
Women,Round,Winter,Party,Clutch
Men,Triangle,Autumn,Party,Tie
Women,Round,Winter,Gym/Sport,Belt
Men,Apple,Autumn,Party,Cap
Women,Rectangle,Autumn,Casual,Watch
Women,Inverted Triangle,Autumn,Ethnic,Heels
Men,Rectangle,Spring,Gym/Sport,Cap
Men,Apple,Autumn,Business,Watch
Men,Rectangle,Autumn,Business,Cufflinks
Men,Rectangle,Autumn,Casual,Watch
Women,Inverted Triangle,Autumn,Business,Heels
Men,V-Shape,Summer,Gym/Sport,Tie
Men,Rectangle,Winter,Gym/Sport,Tie
Men,V-Shape,Winter,Casual,Cufflinks
Women,Round,Autumn,Gym/Sport,Watch
Women,Inverted Triangle,Spring,Business,Handbag
Men,Triangle,Summer,Casual,Cap
Men,Triangle,Summer,Party,Watch
Women,Round,Spring,Party,Earrings
Women,Triangle,Autumn,Ethnic,Scarf
Women,Inverted Triangle,Summer,Ethnic,Clutch
Women,Hourglass,Winter,Party,Heels
Women,Hourglass,Summer,Business,Handbag
Women,Triangle,Autumn,Party,Scarf
Men,V-Shape,Summer,Casual,Tie
Men,Rectangle,Spring,Ethnic,Watch
Women,Round,Summer,Casual,Scarf
Men,V-Shape,Summer,Ethnic,Sneakers
Men,Rectangle,Autumn,Casual,Sneakers
Women,Triangle,Winter,Gym/Sport,Belt
Men,Rectangle,Autumn,Casual,Watch
Men,Apple,Autumn,Casual,Cufflinks
Men,Apple,Autumn,Ethnic,Tie
Women,Rectangle,Spring,Gym/Sport,Handbag
Women,Inverted Triangle,Spring,Casual,Earrings
Women,Inverted Triangle,Summer,Ethnic,Clutch
Men,Triangle,Autumn,Gym/Sport,Sneakers
Men,Triangle,Autumn,Ethnic,Tie
Men,Rectangle,Winter,Party,Tie
Women,Round,Winter,Gym/Sport,Belt
Men,Triangle,Spring,Party,Tie
Men,Apple,Autumn,Party,Watch
Men,Apple,Summer,Business,Sneakers
Men,V-Shape,Summer,Business,Leather Shoes
Men,Apple,Summer,Party,Sneakers
Men,Triangle,Autumn,Gym/Sport,Watch
Men,V-Shape,Autumn,Business,Tie
Women,Inverted Triangle,Summer,Business,Handbag
Women,Triangle,Spring,Business,Clutch
Men,V-Shape,Summer,Ethnic,Tie
Women,Inverted Triangle,Autumn,Gym/Sport,Clutch
Women,Rectangle,Winter,Gym/Sport,Belt
Women,Triangle,Summer,Casual,Clutch
Women,Triangle,Summer,Casual,Belt
Men,Apple,Autumn,Business,Sneakers
Men,Rectangle,Autumn,Ethnic,Sneakers
Women,Round,Autumn,Casual,Earrings
Men,Apple,Spring,Party,Sneakers
Men,Triangle,Winter,Business,Tie
Men,Apple,Autumn,Business,Sneakers
Women,Hourglass,Spring,Gym/Sport,Belt
Men,V-Shape,Winter,Casual,Tie
Women,Hourglass,Summer,Business,Watch
Men,Triangle,Summer,Party,Watch
Women,Triangle,Spring,Ethnic,Heels
Men,Triangle,Autumn,Ethnic,Tie
Women,Triangle,Winter,Party,Heels
Men,Rectangle,Autumn,Business,Sneakers
Men,Triangle,Summer,Casual,Watch
Men,Rectangle,Summer,Ethnic,Watch
Women,Triangle,Winter,Casual,Watch
Men,Rectangle,Summer,Ethnic,Cap
Women,Round,Winter,Gym/Sport,Belt
Men,V-Shape,Autumn,Party,Leather Shoes
Men,V-Shape,Spring,Party,Cap
Men,Triangle,Summer,Business,Sneakers
Women,Round,Spring,Party,Belt
Men,Rectangle,Summer,Party,Cufflinks
Women,Triangle,Autumn,Party,Handbag
Women,Rectangle,Spring,Business,Earrings
Men,Triangle,Summer,Business,Watch
Women,Rectangle,Summer,Ethnic,Scarf
Women,Triangle,Winter,Ethnic,Scarf
Women,Hourglass,Winter,Ethnic,Clutch
Women,Round,Autumn,Casual,Earrings
Women,Triangle,Summer,Party,Clutch
Men,Triangle,Spring,Party,Sneakers
Men,Rectangle,Winter,Business,Leather Shoes
Women,Round,Summer,Ethnic,Belt
Men,Rectangle,Summer,Ethnic,Cufflinks
Men,Rectangle,Winter,Business,Sneakers
Men,V-Shape,Autumn,Gym/Sport,Cap
Women,Inverted Triangle,Winter,Casual,Earrings
Women,Hourglass,Autumn,Business,Handbag
Women,Triangle,Autumn,Business,Scarf
Men,V-Shape,Winter,Business,Sneakers
Women,Triangle,Autumn,Party,Earrings
Women,Inverted Triangle,Spring,Gym/Sport,Watch
Women,Rectangle,Spring,Gym/Sport,Clutch
Women,Rectangle,Winter,Ethnic,Heels
Men,Triangle,Summer,Ethnic,Sneakers
Women,Inverted Triangle,Autumn,Party,Heels
Men,Rectangle,Winter,Party,Leather Shoes
Men,V-Shape,Autumn,Gym/Sport,Cap
Men,Apple,Winter,Ethnic,Watch
Women,Triangle,Spring,Ethnic,Watch
Women,Hourglass,Summer,Party,Belt
Women,Inverted Triangle,Spring,Gym/Sport,Earrings
Women,Round,Autumn,Party,Watch
Men,V-Shape,Summer,Business,Cufflinks
Men,V-Shape,Autumn,Ethnic,Tie
Women,Triangle,Autumn,Casual,Belt
Women,Round,Autumn,Party,Clutch
Women,Rectangle,Winter,Business,Clutch
Women,Triangle,Winter,Party,Scarf
Women,Triangle,Winter,Casual,Clutch
Men,Rectangle,Winter,Casual,Leather Shoes
Women,Inverted Triangle,Spring,Ethnic,Earrings
Women,Rectangle,Spring,Casual,Handbag
Women,Triangle,Summer,Casual,Scarf
Women,Inverted Triangle,Autumn,Ethnic,Belt
Women,Inverted Triangle,Summer,Party,Handbag
Women,Triangle,Winter,Party,Heels
Men,Apple,Spring,Party,Watch
Women,Hourglass,Winter,Gym/Sport,Watch
Men,Apple,Winter,Business,Sneakers
Men,V-Shape,Spring,Casual,Cufflinks
Men,V-Shape,Winter,Ethnic,Leather Shoes
Men,Rectangle,Autumn,Casual,Sneakers
Women,Triangle,Spring,Party,Handbag
Men,Rectangle,Winter,Ethnic,Sneakers
Women,Inverted Triangle,Winter,Gym/Sport,Watch
Men,V-Shape,Autumn,Business,Watch
Women,Triangle,Autumn,Gym/Sport,Belt
Women,Inverted Triangle,Winter,Party,Belt
Women,Round,Winter,Ethnic,Clutch
Women,Triangle,Spring,Party,Scarf
Men,Apple,Autumn,Business,Tie
Men,Rectangle,Summer,Party,Sneakers
Men,Apple,Summer,Business,Cap
Women,Round,Summer,Ethnic,Clutch
Men,Rectangle,Spring,Business,Cufflinks
Men,Apple,Spring,Business,Sneakers
Women,Inverted Triangle,Winter,Party,Clutch
Women,Hourglass,Spring,Party,Belt
Men,Rectangle,Summer,Ethnic,Sneakers
Women,Hourglass,Spring,Party,Heels
Women,Hourglass,Autumn,Business,Handbag
Women,Triangle,Winter,Casual,Belt
Women,Inverted Triangle,Summer,Party,Handbag
Men,Triangle,Winter,Party,Watch
Men,Rectangle,Winter,Ethnic,Sneakers
Women,Triangle,Spring,Casual,Heels
Men,Rectangle,Winter,Casual,Cap
Men,V-Shape,Summer,Ethnic,Tie
Men,Triangle,Autumn,Gym/Sport,Cufflinks
Men,V-Shape,Winter,Party,Leather Shoes
Men,Triangle,Summer,Ethnic,Cap
Men,Triangle,Autumn,Business,Watch
Men,Apple,Winter,Ethnic,Watch
Women,Round,Summer,Business,Heels
Women,Round,Summer,Casual,Heels
Women,Rectangle,Summer,Party,Belt
Men,Apple,Autumn,Business,Tie
Men,Apple,Summer,Business,Cufflinks
Men,Apple,Spring,Ethnic,Watch
Men,Apple,Summer,Casual,Leather Shoes
Men,Rectangle,Winter,Party,Cap
Men,Rectangle,Autumn,Ethnic,Cufflinks
Women,Rectangle,Winter,Casual,Belt
Men,Apple,Autumn,Casual,Sneakers
Women,Round,Autumn,Ethnic,Belt
Women,Inverted Triangle,Autumn,Party,Watch
Women,Hourglass,Winter,Party,Watch
Women,Round,Spring,Casual,Scarf
Women,Inverted Triangle,Autumn,Business,Watch
Women,Hourglass,Winter,Ethnic,Belt
Men,V-Shape,Autumn,Ethnic,Cufflinks
Men,Triangle,Autumn,Gym/Sport,Tie
Women,Triangle,Autumn,Business,Heels
Women,Inverted Triangle,Autumn,Ethnic,Watch
Women,Rectangle,Summer,Business,Heels
Women,Round,Winter,Gym/Sport,Scarf
Women,Triangle,Autumn,Party,Belt
Men,Apple,Spring,Business,Tie
Men,Rectangle,Spring,Ethnic,Cap
Women,Inverted Triangle,Winter,Ethnic,Watch
Women,Inverted Triangle,Spring,Gym/Sport,Clutch
Women,Hourglass,Autumn,Ethnic,Handbag
Women,Round,Spring,Gym/Sport,Clutch
Men,Rectangle,Winter,Casual,Tie
Men,Rectangle,Spring,Business,Leather Shoes
Men,V-Shape,Winter,Casual,Watch
Men,V-Shape,Autumn,Ethnic,Watch
Women,Rectangle,Autumn,Party,Handbag
Women,Inverted Triangle,Summer,Business,Belt
Men,V-Shape,Winter,Business,Sneakers
Women,Rectangle,Spring,Ethnic,Heels
Men,Rectangle,Spring,Business,Cap
Men,Apple,Winter,Party,Cap
Men,V-Shape,Autumn,Business,Cufflinks
Women,Round,Autumn,Ethnic,Scarf
Women,Hourglass,Winter,Casual,Belt
Women,Round,Spring,Gym/Sport,Scarf
Men,Rectangle,Autumn,Gym/Sport,Sneakers
Women,Triangle,Summer,Gym/Sport,Clutch
Men,Apple,Winter,Gym/Sport,Cap
Women,Round,Winter,Business,Scarf
Women,Rectangle,Spring,Business,Scarf
Men,Triangle,Summer,Business,Sneakers
Women,Hourglass,Winter,Business,Watch
Women,Round,Autumn,Ethnic,Belt
Men,V-Shape,Summer,Casual,Cap
Men,Rectangle,Spring,Ethnic,Watch
Men,Rectangle,Winter,Business,Cap
Women,Inverted Triangle,Summer,Business,Watch
Women,Hourglass,Summer,Gym/Sport,Belt
Men,V-Shape,Summer,Casual,Leather Shoes
Men,Rectangle,Autumn,Business,Sneakers
Women,Round,Spring,Gym/Sport,Heels
Men,V-Shape,Autumn,Party,Tie
Men,Triangle,Autumn,Gym/Sport,Cufflinks
Women,Inverted Triangle,Spring,Gym/Sport,Scarf
Women,Round,Autumn,Business,Scarf
Men,V-Shape,Autumn,Ethnic,Cufflinks
Women,Inverted Triangle,Winter,Ethnic,Belt
Women,Round,Winter,Gym/Sport,Watch
Men,Triangle,Autumn,Gym/Sport,Sneakers
Women,Inverted Triangle,Summer,Casual,Clutch
Men,Triangle,Autumn,Party,Cufflinks
Men,Triangle,Spring,Business,Cufflinks
Men,Triangle,Summer,Gym/Sport,Cap
Men,Rectangle,Winter,Ethnic,Leather Shoes
Women,Round,Winter,Casual,Watch
Women,Triangle,Winter,Casual,Earrings
Women,Inverted Triangle,Winter,Gym/Sport,Belt
